Sentences,Frame
"Here in the basement and behind Mr Pegg was Bill Joyner and his wrapping counter , beyond which roared the mighty Goss Printing Press which poured out 300 copies of the 16-page daily every minute . ",Make_noise
"The gun roared angrily again and the inoffensive family man slumped sideways against the treacherous door , minus the top of his skull , which had been blasted out through the open side window . ",Make_noise
The shotgun bucked in his hands and roared deafeningly in the echoing space of the big entrance hall . ,Make_noise
They shouted and roared as those whom they saw as traitors sped by . ,Make_noise
The crowd roared again . ,Make_noise
"With ovens and gas burners roaring away , it was wiltingly hot even at the dining-room end of the kitchen . ",Make_noise
"` The old lion had raged and roared in vain "" concluded Bellamy . ",Make_noise
"He roared and struggled , but , she thought , much less . ",Make_noise
"At night the boiler took over , roaring and trembling until dawn . ",Make_noise
"There were waves of red faces , smiling and shiny in the lamplight , their mouths open as the men roared and sang . ",Make_noise
Charles Collingridge roared with laughter . ,Make_noise
"She roared with pain and anger , and used her good arm to send a volley of shots in the direction of the Chelonian . ",Make_noise
He roared with laughter . ,Make_noise
"A log fire roared in the open hearth , spitting out sparks . ",Make_noise
"Sitting up , Constance roared with delight . ",Make_noise
Victor roared with good humour . ,Make_noise
He roared like a wounded bull . ,Make_noise
"He wrenched at the stout panelling , roaring with fury . ",Make_noise
The lion has roared : who will not fear ? ,Make_noise
As the door clanged upwards his head turned slowly round so that he was facing the garage . ,Motion_noise
"Steam cars hold speed records , libraries fly , leg-propelled carriages run , double-boilered steam engines balance on monorails , trams clang cross-country and trains lean a little . ",Motion_noise
"Then the door clanged open and she thought in surprise , We 're down ! ",Motion_noise
"She could imagine it clanging across the hall , up the stairway , along the draughty corridors , around the drawing-room and out through the open windows . ",Motion_noise
"The lid clanged down , rattling on its pulleys . ",Motion_noise
"Unfortunately , the announcement of free time seemed to be the local signal for metal shutters to clang down over everything one might have wanted to see . ",Motion_noise
"The gates clanged shut again , Berwick succoured , after a fashion , with a day to go . ",Motion_noise
"The cobbled lane boasted a pub , the Bargee , which the rivermen used , but it saw very few customers once the wharf gates clanged shut . ",Motion_noise
When the door clanged shut we all turned to tend to Brian . ,Motion_noise
"It clanged urgently , like a fire-engine dashing towards a disaster , like the ambulance thundering along behind to retrieve the bodies . ",Make_noise
"Somewhere , the bell of a fire engine clanged and men 's voices called urgently . ",Make_noise
"The bell swung round , clanging and reverberating . ",Make_noise
"Thunderous knocks hit the door downstairs , the bell clanged and clanged . ",Make_noise
On the ground more hammers were clanging and great locks being screwed into position . ,Make_noise
A handbell in the Bishop 's fist clanged like a ship 's bell . ,Make_noise
"She lay down , and he drifted off , and five minutes later the central heating was hissing and clanging like a forge . ",Make_noise
The pots and pans in the galley clanged . ,Make_noise
"The car shifted , and something clanged . ",Make_noise
"She turned the tap on , and the plumbing clanged . ",Make_noise
"The tow rope sprang taut , plucking the dinghy clear as the swell broke , thundering forward on to the waiting coral . ",Motion_noise
"A second Warlord thundered forward , and halted . ",Motion_noise
Exhilaration filled Roget as he thundered forward . ,Motion_noise
"He kicked the grey into a gallop , and it thundered across the grass , throwing up torn lichen and humus . ",Motion_noise
Great herds of horses thunder across the sweeping plains of Ellyrion . ,Motion_noise
"When the beachmaster is angered by a serious challenge , he thunders across the sand , humping and heaving his huge body with surprising speed and taking no notice whatever of what lies in his way . ",Motion_noise
"` Not so fast , "" she cried as they thundered along Rodney Street . ",Motion_noise
"As the coach thundered into Glasgow , the post-horn would be sounded and a blunderbuss fired into the air . ",Motion_noise
The latest crop of large men with large guns thundered into the studio and formed themselves into a chaotic firing squad . ,Motion_noise
"They thunder into the wasteground opposite , then stop and wait , itching for a fight with their pursuers . ",Motion_noise
"Barney , who had been deep in thought , spoke as the car thundered past the Berkeley Hunt kennels . ",Motion_noise
"You could feel the dismay amongst the Leeds players and their fans as it thundered past John Lukic and into the back of the net , leaving them searching for three goals to progress in the competition . ",Motion_noise
"Two fingers I had waved at that driver as he thundered past me , cursing me through the open cab window and fighting the wheel , and those two fingers I now regretted having on my hand . ",Motion_noise
Train spotting had hardly become an attraction for the boys of the day when the first Easter excursion thundered through Balcombe Tunnel en route to Brighton . ,Motion_noise
I laughed and set spurs to my horse and thundered through the convent gates as fast as a deer . ,Motion_noise
"The juggernaut thundered through the countryside , returning to Salisbury Plain . ",Motion_noise
"Two hefty figures in combat suits thundered through the doors , spraying the saloon with fire . ",Motion_noise
"More adrenalin poured into her system , raising her pulse , sending the blood thundering through her veins as her face paled . ",Motion_noise
His description of how he watched helplessly as one of the deadly missiles thundered towards him makes chilling reading . ,Motion_noise
As they disappeared towards the lift a stampede of policemen emerged from the library and thundered towards the stairs . ,Motion_noise
We camped about five kilometres north of Låddejåkkåstugan on the open moors by a stream that thundered towards the distant watershed from Virihaure . ,Motion_noise
He was still in the middle of the road when the horses thundered up to the inn . ,Motion_noise
The tramcar thundered past . ,Motion_noise
"As the pursuit thundered past , Ramsay saw , under the great royal standard , a richly armoured knight who wore a golden circlet round his helmet -- Balliol himself . ",Motion_noise
As the mail train thundered past and disappeared into the distance he heard the familiar sound of footsteps . ,Motion_noise
"Eve , picking up on some of Ari 's melancholy without understanding the cause , hugged her as they thundered along the straight , smooth road that led to the city . ",Motion_noise
"To his left , increasingly distant , the lorries thundered on towards Rio . ",Motion_noise
The jeep left the road and was fishtailing violently through a stretch of gravel as the fire truck thundered by . ,Motion_noise
Still the thunder thundered and burned and shook them . ,Make_noise
The Waaagh crossed Black Fire Pass by night as the skies thundered and lightning crashed about the peaks of the Black Mountains . ,Make_noise
"In Pest-Buda , the cannons thundered and the whole city celebrated . "" ",Make_noise
The voice of Chaos thundered in the valleys . ,Make_noise
Heavy music thundered from leather-curtained basements . ,Make_noise
"Polly took a deep breath , proud of the way her voice emerged , calm and steady , even though her heartbeat thundered in her ears . ",Make_noise
"The silence stretched , broken only by the slap of the water against the hull and Polly 's heart thundering in her ears . ",Make_noise
Against her yielding flesh she could feel his heart thundering like a man who had run a marathon . ,Make_noise
"Rory could n't help but wonder if he could hear her heart beating , since it was thundering in her own ears like jungle drums . ",Make_noise
"Deliberately , she teased him , though her heart was thundering with happiness inside her . ",Make_noise
"Liz ran , dragging Anna , their footsteps thundering ; stealth would take too long . ",Make_noise
"She had known he would say that , but still her heart was thundering . ",Make_noise
"He felt his lungs collapsing , his pulses thundering , his heart failing . ",Make_noise
"He advanced up the centre aisle , as the music thundered . ",Make_noise
"The sky thundered , followed quickly by a crack of lightning that lit up the whole sky . ",Make_noise
"He crossed the road , thumped across a pasture , then dropped into a small valley where a tangle of thorns grew either side of a trickling brook . ",Motion_noise
"The thunder thumped from some nearer point , the glass vibrated in the window , and Cameron came out of his doze to find Menzies grinning quizzically at him and offering him some more claret . ",Motion_noise
"However , the kick enjoys a measure of success because it can literally curl around an otherwise effective guard and thump into the back of the opponent 's head . ",Motion_noise
"It will come over here in a minute , Lee had thought , and thump into the bed . ",Motion_noise
"The bullets thumped into the wet blanket in front of me , making it jump like there was a bear inside . ",Motion_noise
"Creggan thumped straight into him at speed , the sound of it travelling across the glen . ",Motion_noise
"Suddenly , the pole thumped so hard into an unseen object it almost dislodged Maggie . ",Motion_noise
They thumped together into the Range Rover . ,Motion_noise
"And sometimes , when the heaviest boulders thumped to the ground , I could feel the reverberations jolting the house . ",Motion_noise
"Bales of goods thumped from even blacker openings in the walls into barges at landing stages , and tiers of narrow windows rose upwards with all the hopefulness of blinded eyes seeking light . ",Motion_noise
Almost an hour passed with my heart thumping every time the door of number four opened . ,Make_noise
"Her head thumped , her eyes were half-closed and her voice rasped irritation . ",Make_noise
"They sat in silence , their pulses thumping , breathing on the windows to encourage the steaming-up process , desperately anxious to get out . ",Make_noise
"The pick-up truck being screeched round the corner by a masterful hero , the soft drink sipped by the teenage lead actress -- both products paid good money to be there . ",Motion_noise
It was only a moment or two before a couple of cars came up the hill and screeched into the side of the road . ,Motion_noise
Bodie 's car screeched through the London streets . ,Motion_noise
The car screeched to a halt in the middle of the road . ,Motion_noise
Traffic screeched to a stop and dozens of people dashed to grab handfuls of notes swirling in the wind . ,Motion_noise
"It came screeching out of the darkness , and not even the thunder could drown the scream of its menace . ",Motion_noise
Cicadas screech unseen from within . ,Make_noise
"Screeching an alarm call , they attract more and more small birds to the scene until the bird of prey is surrounded by a noisy , angry mob . ",Make_noise
"Clytemnestra agreed vociferously , leaping on to a stool and screeching hysterically at sight of her lead . ",Make_noise
"Mad machines gibbered , cackled , screeched insanely and blasted each other with sudden bursts of machine gun fire . ",Make_noise
"By now Smallfry was using her other voice , the one that screeched shrilly and somehow managed to transform her from a beautiful movie-star into something savage and frightening . ",Make_noise
"The other creatures screeched nervously , but they were n't running away . ",Make_noise
"Hanging about on the other side of the open door , you wanted to screech then run . ",Make_noise
And then everyone began screeching at once . ,Make_noise
"She sometimes pointed out , though not aggressively , that Jed 's hawk Abelard on its perch in the bicycle shed screeched incessantly during the hours of daylight . ",Make_noise
"The squalls were screeching now over their heads , rain curtains hurtling after each other seaward across the low swampland . ",Make_noise
"The only other course of action for a tree-nester is to hop about in the tree , squawking and screeching noisily in an attempt to break the attacker 's concentration . ",Make_noise
Creed screeched when he felt it piercing his chest . ,Make_noise
"Nails screeched and popped , and the board juddered away at the bottom as something outside slammed against the wood . ",Make_noise
The brakes of a bus screeched and Lee jumped . ,Make_noise
I heard the tyres screech and quickly moved my right leg because I knew he was about to make contact . ,Make_noise
The animal was screeching and flapping the air . ,Make_noise
The naughty monkeys screeched their high-pitched calls as the Pack Council met to discuss the man cub 's future . ,Make_noise
"And tomorrow , you could put a drop of oil on that loft door , and the stable one an' all ; they screech like barn owls . "" ",Make_noise
"A gull screeched in the distance , dived over the lake-calm deep purple of the North Sea stretching away to a hard straight line , the horizon . ",Make_noise
"The man swore at her before turning away , the seagulls screeching above his battered hat . ",Make_noise
"Screeching like a banshee , she was . ",Make_noise
"On a near-perpendicular mountainy field , a flock of seagulls screeched behind a tractor , and men and women raw-handedly filled sacks with potatoes . ",Make_noise
The wind screeched like a herd of pigs at slaughter . ,Make_noise
"He screeched , and she let him go . ",Make_noise
"He was screeching , sobbing and wailing with the aplomb of a professional mourner and it was n't always easy to understand what he was saying . ",Make_noise
Alarms began to screech . ,Make_noise
"Swifts rode high above the roof tops , screeching , swooping after summer gnats . ",Make_noise
"In fact , tawnies are the only British owls that hoot -- some of them screech , but little owls whistle and barn owls make a terrible snorting sound like an old man snoring . ",Make_noise
"A rat that goes on screeching , ",Make_noise
"The catamaran heaved beneath his feet , the wind screeched , the stays and mast thrashed the deck . ",Make_noise
"At the approach of any intruder -- even a human being bringing food -- she would screech , raise her wings in threat , weave about and retreat into a corner . ",Make_noise
"Suddenly , however , he heard a lot of confused noises -- the brakes screeched , steam hissed , and people were screaming and shouting . ",Make_noise
"February was wet , with gales that howled up the valley and rattled the glass doors leading to the verandah . ",Motion_noise
On one occasion a furious blizzard howled across a landscape illuminated by a sunset of bloodshot gold . ,Motion_noise
"We have covered more than 12,000 miles together , during which it has won prizes , howled around Switzerland and Italy , been thrashed at Millbrook , and on race tracks and carried me home to Notting Hill through traffic and rain . ",Motion_noise
The wind that blew tin cans along the streets of the dormitory suburb where I was growing up was the same wind that howled round peak and scar and wrested piccolo tunes from the reed patches below the drystone walls . ,Motion_noise
The wind still howled through the chimney pots and rattled through the cracks of the window frames . ,Motion_noise
"A heavy squall drove up the meadow , bowing the trees before howling away up the mountain face . ",Motion_noise
The wind howled louder as she climbed . ,Make_noise
"Bissell howled then , like some kind of demented animal . ",Make_noise
A familiar but still timid stray cat peered at him from beneath a blackcurrant bush and howled piteously . ,Make_noise
That bloody dog was howling again like a banshee in the night . ,Make_noise
The wolves were howling closer at hand . ,Make_noise
The dog got over-excited and took exception to one of the chefs and had to be shut in the barn where he howled mournfully enough to wake the dead . ,Make_noise
"The wind howled dolefully , making the narrow boat sway and rock at her moorings . ",Make_noise
"The younger ones , especially , sat in the church hall howling miserably , waiting to be claimed . ",Make_noise
But he is not master of the weather that howls outside . ,Make_noise
"A wolf howled again , and then others joined it until the very cage he was in seemed full of the lonely howls of lost trapped animals . ",Make_noise
"Before the two note ding-dong had faded , a baby had started to howl inside . ",Make_noise
An icy wind howled and a great wall of snow bore down upon them . ,Make_noise
"She looked at Mairi , who happened to glance over and catch her eye ; and the woman howled and started to moan at the very sight of the wee lass . ",Make_noise
"Takeaway business was brisk and the espresso machine howled and hissed almost constantly for a steady traffic of hard-looking , fast-talking men with tattoos and torn jeans . ",Make_noise
Somewhere a dog howled and Corbett shuddered . ,Make_noise
Daemons howled and gibbered in the ruins of ancient settlements . ,Make_noise
Daemons howled and gibbered as they surged through the carnage . ,Make_noise
"The dogs howl and whine at first , then realize that they have finished for the day . ",Make_noise
"The speaker behind my left ear starts to howl and bark like a dog , and the room shakes with the vibration of rock rhythms . ",Make_noise
"They walked on all fours , preferred a diet of raw meat , they howled like wolves and lacked any form of speech . ",Make_noise
He wanted to howl like a dog and hear the echoes all around him . ,Make_noise
"She howled in simulated anguish , and groaned her lament . ",Make_noise
"Outside , the storm howled about the house as though a pack of wild wolves were trying to get in . ",Make_noise
"Grom , having overcome his initial surprise , howled with pain and anger before he was overcome by the fumes . ",Make_noise
"He howled in pain , the sound lost as the train hurtled into a tunnel . ",Make_noise
"Then he was running down the office , howling like a bereaved dog . ",Make_noise
"Did n't realise until it started howling like a demented banshee ! "" ",Make_noise
"The dogs howled in the village all that night , and Dai Huang 's daughter could not sleep . ",Make_noise
"The soldier howled in agony and staggered back , dropping his own weapon to clutch at the gaping cut that had opened his arm to the bone . ",Make_noise
"In the distance , predators howled , wolf to coyote , mutant to mongrel . ",Make_noise
"We were side-slipping , starboard wing down , falling to earth with our engines howling . ",Make_noise
Somewhere a baby howled . ,Make_noise
"Occasionally , they heard a pack of jackals howling , and the dog guarding the sheep outside would growl and bark a warning to them . ",Make_noise
Gustave washed his face in a canvas pail ; a jackal howled ; he smoked a pipe . ,Make_noise
An old prairie wolf kept on howling -- he 'd had nothing to eat for a week ,Make_noise
"Here , in similar territory , a Siberian Husky howls to attract attention from its owner . ",Make_noise
"Now when the wind howls and you 've got palm trees and eucalyptus trees that are literally exploding with their hot oil , you 've got these big , red hot embers that are flying through the sky and are catching anything on fire . ''",Make_noise
"The wind rustled lightly through the cottonwoods and willows alongside the Mattole , not 60 yards from Euclid 's peaceful nose . ",Motion_noise
"There was glittering blue mystery in his eyes , and his voice was lethally soft , like a snake rustling through dry grass . ",Motion_noise
"Laura sighed , lying back against the head-rest of the open sports car , closing her eyes as she relished the cool breeze rustling through her blonde hair . ",Motion_noise
"But soon , yes , she would have to take the telegram and walk to the shop and watch Enid fainting and Mother rustling out from behind the counter . ",Motion_noise
"Dr Jaffery rustled around the room , picking up books and looking behind cushions for his mosque cap before remembering that he was already wearing it . ",Motion_noise
There it was -- complete with the taffeta underskirt that had once ( once only ) rustled so satisfyingly . ,Make_noise
"The cream lace of her dress rustled softly as she moved towards him , the pearl and diamond earrings he had bought her gleaming against the dark honey tone of her neck . ",Make_noise
"The heavy skirts rustled alluringly , and she wanted to try them all on , even the sumptuous men 's coats . ",Make_noise
"Leaves rustled behind , and he could not stop the smile when Madra sat down beside him . ",Make_noise
"The street , the shadows , the branches rustling above , the cars accelerating up the hill , became menacing and alien . ",Make_noise
"Montgomery and Sergeant Bird peered across the body while the skull-cap was being removed , their plastic aprons rustling softly . ",Make_noise
"The curtains rustled softly , but it was too dark to see unnatural shapes and shadows ; instead , they crowded her mind . ",Make_noise
"He giggled girlishly , as if he were contemplating some impromptu lobotomies , and the beard , which flowed down over the steering wheel , rustled suggestively in the hollow socket of the speedometer . ",Make_noise
Roosting birds rustled overhead ; the night breeze stirred the leaves ; here and there a dead twig fell . ,Make_noise
The wings of the vulture rustled over our heads . ,Make_noise
` I want a dress which rustles when I walk . ,Make_noise
"Mum kept out of sight until he had left , then down the stairs she came , all dressed up in a long black taffeta dress , which rustled when she moved . ",Make_noise
"Suddenly , the grass around the den began to rustle and clumps of it fell down the bank . ",Make_noise
"When she jumped , the leaves on the branch rustled and shook . ",Make_noise
"The covers rustled and her tightly held muscles loosened a bit , only to clench tightly again as he chuckled . ",Make_noise
"The yew trees grew densely , some of them covered with ivy that rustled and rattled . ",Make_noise
Over her orange-blossom headdress she had a long flowing veil which flowed down her back ; her dress of white satin rustled and crinkled as she walked . ,Make_noise
"He had settled himself comfortably on the floor , to the astonished glances of some guests , her beautiful skirts rustling as he leant against them . ",Make_noise
"The taffeta rustled as it received the pricking needle , hissed as she pulled the thread through ; out of sight pigeons chortled and cooed on the roof . ",Make_noise
Dexter 's notebook rustled as he turned over another page . ,Make_noise
"Their clothes rustled as his gentle fingers began to unbutton her dress , and gentle lips explored her body , her breasts that lifted to accept his carresses . ",Make_noise
A flurry of tissue paper used by the market traders to wrap oranges rustled at her feet . ,Make_noise
"Presently , he heard the foliage rustling behind him , and turned to see Walterkin coming over the edge of the roof . ",Make_noise
"They darted about on the front of the group , their silver-leaf hair rustling like raw silk . ",Make_noise
They heard and then stopped heading the wind breathing in the trees overhead and the stream rustling in the valley . ,Make_noise
"The brown teapot with a slightly broken spout sat like a cold little sentinel on the hob , jackdaws rustled above it in the chimney . ",Make_noise
"Fran jumped as though she had been burnt , the papers rustling on the desk . ",Make_noise
"Outside a nightingale trilled in the casuarina trees , and their leaves rustled in the night air , a sweet overture to love . ",Make_noise
"Under it , through the immense stillness of the day , the grasses rustled . ",Make_noise
"Someone 's robe rustled , and it sounded like a tree in the wind . ",Make_noise
There was the sound of the forest trees rustling . ,Make_noise
"The branches rustling , an owl hooting in the woods . ",Make_noise
It had an underskirt that rustled . ,Make_noise
"The car continued to purr powerfully along the motorway , effortlessly passing everything in sight . ",Motion_noise
"Mdina was n't called Malta 's ` Silent City "" for nothing , Caroline decided later , as they purred through the ancient gateway into the traffic-free streets . ",Motion_noise
"Their BMW cars purr through the streets of the capital , La Paz . ",Motion_noise
The shiny black Porsche purred through the slightly shabby suburb . ,Motion_noise
Donald John was back to meet me and soon he had his limousine purring towards Castlebay along the single track roads easing smoothly into passing places all to the Island-compatible accordion music perpetually in the background on his cassette player . ,Motion_noise
Something purred towards him . ,Motion_noise
A sleek blue BMW purred past him and halted about ten yards ahead . ,Motion_noise
"` What Bert was saying about my ` harem "" , "" he said easily as the car purred forwards into the traffic . ",Motion_noise
"For at that moment , directly below the steps that led down to the Moebius Strip , the float of dummy Capellans was purring serenely by . ",Motion_noise
The car purred smoothly on along a narrow lane lined with trees . ,Motion_noise
"The engines became quieter , purring quite ordinarily as they approached these resting places . ",Make_noise
"The engine purred throatily , doors clunked with glamorous solidity , the car felt luxurious and astronomically expensive . ",Make_noise
"A boat 's engine , throttled back and purring softly , somewhere beyond the headland to the east . ",Make_noise
"Purring loudly , Cas padded towards her , tail erect , bright green eyes unblinking . ",Make_noise
The Mercedes began to purr softly and then swept powerfully away into the streets of Amsterdam . ,Make_noise
"Juliet followed her into the house , and the cat purred loudly , rubbing against her legs . ",Make_noise
The engine purred again . ,Make_noise
