Sentences,Frame
"Roast for 20 minutes , then reduce the temperature of the oven to 200C/400F/Gas 6 and roast for 15 minutes per 450g/1lb . ",Apply_heat
Skin the peppers by roasting over a gas flame or under the grill until the skin blisters black . ,Apply_heat
Peel and blanch by putting into cold salted water and bringing to the boil . ,Apply_heat
Peel and blanch halved parsnips in cold salted water and bring to the boil . ,Apply_heat
"Blanch the spinach leaves in boiling water for about 30 seconds , then dry with a paper towel . ",Apply_heat
Any of these vegetables should be briefly blanched to soften them -- even lettuce which we normally eat raw . ,Apply_heat
"I tried blanching and not blanching , cutting them every which way and freezing whole . ",Apply_heat
Blanch the fish in a large pan of boiling water for 2 minutes . ,Apply_heat
"Parboil the vegetables in boiling , salted water for about 5 minutes . ",Apply_heat
Parboil the vegetables in separate pans of boiling water until just tender . ,Apply_heat
"2 Meanwhile , grill the bacon chops for 3-4 minutes on each side , cut into chunks and set aside . ",Apply_heat
Grill the bacon until crisp and snip into small pieces . ,Apply_heat
Grill the venison steaks . ,Apply_heat
Fry or grill the steaks in their own juices until they are cooked through and golden brown . ,Apply_heat
Grill the chicken for 10 minutes on each side . ,Apply_heat
Down by the river the boys fish with rods cut straight from the surrounding forest and grill their catches on an open fire . ,Apply_heat
"Meanwhile , grill the flaked almonds until golden ; cool and roughly chop . ",Apply_heat
Grill the coconut until golden ; cool . ,Apply_heat
"For a salad , grill whole peppers until the skins turn black , then pop them ( still hot ) into a polythene bag , tie tightly and leave for 5 minutes . ",Apply_heat
"Grill the kebabs , turning frequently . ",Apply_heat
You feel guilty when you scoff a sherry trifle ; you feel virtuous when you grill a piece of white fish . ,Apply_heat
"Betty wrought all those peeled potatoes into rosti , and grilled some sausages , remarking that they contained very little meat . ",Apply_heat
"Tonight he prepared , with an aesthete 's excitement , his evening meal : he grilled a trout , prepared a butter sauce , boiled three potatoes of equal size , and a modest serving of fresh peas . ",Apply_heat
"Fried and fatty meats are best avoided , but fat can be cut off before cooking , and meat or fish can be grilled or cooked in the oven . ",Apply_heat
"Grill 40 cocktail sausages , cool a little and wrap bacon around each one . ",Apply_heat
The crew salvaged some food and had a barbecue on which they grilled fish and birds using timber from the boat . ,Apply_heat
Grill the pepper until skin chars . ,Apply_heat
Then she told us that there was a hut behind the hospital where the patients lit a fire and cooked their food . ,Apply_heat
They prayed before they cooked their food . ,Apply_heat
Bring a large pan of salted water to the boil and cook the pasta until al dente ; drain . ,Apply_heat
Cook pasta in boiling salted water for 10-12 minutes until bite tender . ,Apply_heat
"Heat oil in non-stick frying pan and cook sandwich for 3 mins , pressing down firmly with fish slice before turning over . ",Apply_heat
Reduce the oven temperature to 180C/350F/Gas 4 and cook the duck for a further 1¼–1½ hours until the juices run pale yellow when flesh is pierced . ,Apply_heat
Cook the minced beef in a saucepan over a high heat until browned . ,Apply_heat
"Meanwhile , cook the new potatoes in boiling water until tender : drain thoroughly . ",Apply_heat
"It may be poached in water or stock , but I prefer to cook it in the microwave , then coat it with the black butter . ",Apply_heat
` Mother and I cook all these things on our barbecue . ,Apply_heat
Cook the dumplings over a medium heat until they are lightly browned underneath . ,Apply_heat
"Cook the rice with the garam masala , using cooking liquid and extra water as required . ",Apply_heat
Cook the mulberries with the sugar until the juice runs . ,Apply_heat
Cook a few tart apples along with a sprig or two of mint and strain through a fine sieve . ,Apply_heat
Heat the oil in a large shallow pan and cook the onion until soft and transparent . ,Apply_heat
Increase oven heat to crisp the pork and cook the stuffing for about twenty minutes . ,Apply_heat
"Cook the vegetables for about 5 minutes , then add the garlic , ginger and stock . ",Apply_heat
"Cook the onion , garlic and tomatoes in the water for 10 minutes . ",Apply_heat
"Cook the chopped onion , garlic , courgette flesh and tomato flesh in the wine and water mixed with the soy sauce and tomato puree . ",Apply_heat
McDonald 's French Fries and Hash Browns are cooked in a mixture of beef and vegetable oil . ,Apply_heat
"Blend the cornflour with a tablespoon of water , add to the pan and cook the sauce until thickened . ",Apply_heat
Cook on full power for 6 minutes or until puffed and well-risen . ,Apply_heat
"Alone in the dining room , having eaten the half-grapefruit set in her place by Curtis , she helped herself from the sideboard to fish pie cooked by Mrs Files . ",Apply_heat
"Sprinkle over the flour and stir to combine and cook lightly , about 3 minutes . ",Apply_heat
"Sample the taste of ackee cooked with saltfish , Jamaica 's national dish , and the smell of hot jerk pork cooked in a pit barbecue .",Apply_heat
"Liquidise a large , raw carrot to a smooth paste , or boil or steam the carrot then mash it thoroughly . ",Apply_heat
Steam the carrots and broccoli for 8 minutes . ,Apply_heat
"I had no time to steam my Christmas pudding , so I poured boiling water over it and ate it like cake . ",Apply_heat
"Steam each pudding for 6 hrs , topping up pan with hot water as necessary . ",Apply_heat
"Above each , in a colander or sieve , I would steam a vegetable and a pudding . ",Apply_heat
Steam in a vegetable steamer over boiling water for 5 minutes . ,Apply_heat
Steam for 1½ hr before unmoulding and serving on a hot platter large enough to take the pudding and its moat of butterscotch sauce . ,Apply_heat
"Bake , steam or microwave the fish but do not overcook . ",Apply_heat
You can brown it in hot fat beforehand if you really want to . ,Apply_heat
Heat the oil and gently fry the spring onions without browning for a few minutes . ,Apply_heat
For the finale of creme brulee --- the chef must quickly brown and harden a layer of sugar on top - she used a blowtorch that refused to light at first .,Apply_heat
"My face scorched , and I could n't see properly .",Absorb_heat
"4 Heat the remaining oil in the pan and gently fry the nut and tomato mixture for 2-3 minutes , stirring constantly . ",Apply_heat
Gently fry the banana pieces . ,Apply_heat
Heat the oil in a large pan and gently fry the onion and garlic for 5 minutes . ,Apply_heat
Heat two tablespoons of the oil in a large pan and gently fry the onion and garlic for about 5 minutes . ,Apply_heat
Elke has laid the table for the evening meal and fried the eggs . ,Apply_heat
She was frying eggs and bacon and mushrooms on a camp stove in Woolley 's billet . ,Apply_heat
Fry the potatoes and onion gently in the oil for about 20 minutes until softened . ,Apply_heat
Heat oil and fry onion until soft . ,Apply_heat
Fry the sliced onions in the remaining oil until golden brown . ,Apply_heat
Melt the butter in a large casserole and fry the onion and garlic for 5 minutes . ,Apply_heat
Heat the oil and fry the chicken for 10-15 minutes . ,Apply_heat
Fry the scampi briefly in a scrap of butter with a little chopped onion . ,Apply_heat
"If you run out of room in the oven , fry the mushrooms in the butter for about 5 minutes , then add the other ingredients . ",Apply_heat
"Fry the pork in the pan until well browned , then drain off any excess fat . ",Apply_heat
Heat the oil in a large casserole and fry the venison until will browned . ,Apply_heat
Fry the bacon until crisp . ,Apply_heat
"Fry the bacon , crushed garlic and bread in oil until golden brown . ",Apply_heat
"Meanwhile fry mushrooms , then add turkey and warm through . ",Apply_heat
"Fry the potatoes , covered , for about 20 minutes on high , shaking the tightly covered pan frequently . ",Apply_heat
"Heat the butter and oil in a large , heavy based frying pan , then fry the sausage , peppers and garlic for 5 minutes until softened . ",Apply_heat
"In a large flameproof casserole , fry the chicken joints in the oil until golden brown . ",Apply_heat
Melt butter and fry lettuce slowly until soft . ,Apply_heat
Stir in the taco seasoning and fry for 1 minute to develop the flavour . ,Apply_heat
Add the courgettes and onion and fry gently for 4 minutes . ,Apply_heat
Add the breadcrumb mixture and fry until golden . ,Apply_heat
"The king himself sent word that since the day was hot , the roads baked to ruts , he had ordered out the royal barge to convey them hence .",Absorb_heat
"It is a form of cooking which uses all the senses -- listening to the sizzling fat to tell when chicken is fried just right , smelling to detect the moment a cake is baked to perfection .",Absorb_heat
"This supper dish may be simmered gently on the hob or baked in the oven -- yes , baked beans !",Absorb_heat
"The mix is baked for 20 minutes in moulds and served with a vegetable cream sauce , lentils , and sautéed mushrooms .",Absorb_heat
"Bake the potatoes , then open them lengthways . ",Apply_heat
Bake the soufflés for 12 minutes . ,Apply_heat
Bake the aubergines in a preheated 180°C/350°F/Gas 4 oven for half an hour or until limp and lightly browned . ,Apply_heat
Bake the tart on a preheated baking sheet at 350°F ( 180°C ) gas mark 4 for 40–45 min until the filling is creamily set . ,Apply_heat
"Bake spanakopitta for about 40 minutes , then increase the heat for another 5 minutes to crisp the top . ",Apply_heat
Bake the elioti for about 45 minutes or until the base sounds hollow when tapped . ,Apply_heat
"The mix is baked for 20 minutes in moulds and served with a vegetable cream sauce , lentils , and sautéed mushrooms . ",Apply_heat
"Bake for 2–2 ½ hours , or until a skewer inserted into the cake comes out cleanly . ",Apply_heat
Bake for 12-15 minutes until barely golden . ,Apply_heat
Bake at 180C/350F/Gas 4 for 30 minutes . ,Apply_heat
The way to get the maximum flavour out of dried apricots is to bake them slowly in the oven instead of stewing them .,Apply_heat
"Pour into the prepared tin , level carefully and bake in a preheated 180?C ( 350?F/Gas Mark 4 ) oven for 12-15 minutes .",Apply_heat
Cover and bake in a preheated 200?C/400?F/Gas 8 oven for 15-20 minutes .,Apply_heat
Toast three slices of crustless bread . ,Apply_heat
Serves 4. 450g ( 1lb ) good quality mature farmhouse cheese 1 medium onion 4 generous slices bread Preheat grill and toast bread lightly on both sides . ,Apply_heat
"Emily had turned towards the fire , holding the fork up to the flames , toasting a slice of bread . ",Apply_heat
Toast oatmeal in a pan or under a grill . ,Apply_heat
Toast the oatmeal under a medium grill before use . ,Apply_heat
"Meanwhile , split and toast the muffins . ",Apply_heat
Toast the brioche hearts or circles until they are golden brown on both sides . ,Apply_heat
"Toast the muffin and put a tablespoon of the sauce on it , together with a drip of oil , some mozzarella cheese and all the rest of the ingredients . ",Apply_heat
"She sizzled and singed , then the fire began to take a hold and flames leapt across her skin .",Absorb_heat
"He once caught a pigeon , but it was mostly sparrows so small that , when he laid them on the embers to cook , they were ready by the time the feathers had singed and were hardly worth even sharing , except with the twins who insisted .",Absorb_heat
"Other investors perished ; or , at the very least , watched helplessly as their assets , like trees in the path of a firestorm , wilted , singed , then were consumed .",Absorb_heat
He had charred a good many slices of bread and sent several up in flames before he discovered this simple device . ,Apply_heat
