Sentences,Frame
"Faraday seemed to contemporaries an experimental genius , thinking with his fingers ; he was thus a splendid example of Baconian philosophy in action . ",Desirability
"` The model of course , "" said Dorothea , ` what a splendid idea ! ",Desirability
"As a consciousness-raiser , Stadtverkehr im Wandel was splendid stuff , a cascade of ideas and surprises , supported by well-selected examples which were attractively illustrated . ",Desirability
"Simon said it was a splendid idea , that , on top of my being a girl , would guarantee his people 's keeping their paws off me . ",Desirability
"` Marrying someone with money seems a splendid idea ! "" ",Desirability
"Campus bookselling had existed in splendid isolation and been largely unmoved by the 1980s high street revolution , he argued . ",Desirability
"I was placed in ` splendid isolation "" in the chief guest suite , while others were sharing rooms in rather cramped and spartan conditions . ",Desirability
It seems right to see Hubble 's greatness in recognising splendid opportunities and pursuing them with utmost devotion and superb vision . ,Desirability
"For six months his newspapers gave prominence to BUF activities , which was a splendid opportunity to increase propaganda , and produced a sharp boost in membership figures . ",Desirability
She 'd already blown a couple of splendid interview opportunities . ,Desirability
"With a bit of conversion and a lick of paint , some of these old houses can be splendid to live in , lots of room to breathe , not like a modern box . ",Desirability
"In 1245 the king accepted his advice that it would be more splendid to have the leopards , which were planned to go beside the throne at Westminster , made of bronze rather than of marble . ",Desirability
"We went on to the villa which had been requisitioned for the Bologna branch of the Allied Screening Commission : like all the villas requisitioned by Germans and members of the Allied forces alike , it was far too splendid for the purpose to which they put it . ",Desirability
The ideas might be splendid in themselves but you must consider how they will contribute to the strategy . ,Desirability
Even today Auntie Jean was straight-backed and splendid in high heels and a dark-blue dress with a diamond brooch in the shape of a diving fish pinned to her front . ,Desirability
Townscapes in Watercolour is splendid in every respect . ,Desirability
"Lady Batchworth was frighteningly splendid in puce satin and diamonds , but perfectly affable , greeting Sophie kindly and asking after her cousin , and telling Hýloýse how pleased she was to meet her at last . ",Desirability
"It is worth noting that Orion , one of the most splendid of all groups , is cut by the equator , though more of its really bright stars lie in the south than in the north . ",Desirability
This is arguably the most splendid of all the constellations . ,Desirability
The chapel is splendid with an early Baroque altar carved by A. Heidelberger . ,Desirability
One version has it that this Byzantine princess caused a collection of manuscripts to be brought to Moscow that was so splendid as to leave sixteenth-century eyewitnesses dumbfounded . ,Desirability
"The present performance certainly makes a splendid case for the piece , and I ca n't imagine anyone hearing it without great pleasure . ",Desirability
"If having encountered , say , the Rite , Petrushka , and Firebird , you wish to make further inroads into Stravinsky 's compositional genius , you could hardly do better than invest in this splendid disc . ",Desirability
"Splendid silver German nefs and wager cups are also featured , along with enamels and jewellery by Phoebe Traquair and a selection of Italian micromosaics . ",Desirability
She was a splendid mimic and story-teller and loved to imitate Winston Churchill . ,Desirability
"The idea is splendid , but it could have been so much more impressive with a little extra care in the presentation . ",Desirability
"` It looks splendid , "" she said hugging herself . ",Desirability
Gillian Barge is splendid as Mrs Higgins — as splendid as her Burne-Jonesy gowns and her frizzy Pre-Raphaelite hair . ,Desirability
Yesterday 's ceremony was splendid but I was almost overcome before entering the room where we signed . ,Desirability
"Parcels thus came into the Gare du Nord , the splendid Paris terminal of the network opened in 1846 and rebuilt and extended in 1864 . ",Desirability
"Along with this splendid house of worship , Solomon built a royal palace , mansions for his wives , temples for the foreign gods worshipped by the princesses he had married , and towers for the defense of the capital .",Desirability
One of them - Splendid China - purports to show `` all of China in one day . '',Desirability
"The kings ( or rather , queens ) of slave-owners are the Amazon ants , who are splendid at killing and enslaving other ants but have grown so dependent on their slaves that they can not dig their own nests , care for their young or even get their own food . ",Expertise
"The most dreadful part , as she saw it though , was her complete inability to discuss the situation with her husband . ",Desirability
"“ The books in the prison library are ghastly and we only get the most dreadful newspapers , The Sun and something called … the Daily Star . ",Desirability
Why is London 's Underground so dreadful ? . ,Desirability
It was a dreadful end to a distinguished career . ,Desirability
She says : ` It 's the most dreadful exercise video I have seen in a while . ,Desirability
"I 've often wondered why Norman , if he is such a dreadful player , is always used as a bench mark for other people 's success . ",Desirability
"His fingering was dreadful and his chords were wild approximations , but he pressed on , bashing out his horn pipe in direct competition with the French woman 's lament . ",Desirability
"He 's in New York , you know , though he insists on staying with a friend in that dreadful apartment over on the West side . ",Desirability
` We eventually tracked her down at this dreadful apartment block . ,Desirability
"` I will not have this dreadful art in the gallery , "" he would say with genuine exasperation . ",Desirability
"` First I must see your body without those dreadful clothes you are wearing . "" ",Desirability
"Here we are , then , me and Anna , starving romantically in the next best thing to a garret : a tiny room in a dreadful hotel near the Pantheon . ",Desirability
` And why has she come to Willi 's party in that dreadful suit ? ,Desirability
"One , architect Robin Pearce-Boby , 62 , said : ` I find it dreadful that a man in his position could do something so awful . ",Desirability
All started later than the network companies and missed the dreadful first year . ,Desirability
"` He is dreadful at day-to-day organisation , "" Bloch says . ",Expertise
"Our defence was absolutely superb . "" ",Desirability
The quality of the drawings is absolutely superb and the final result of a coloured picture is breathtaking . ,Desirability
"Five point one , twelve , Brigade Festival at Cowes , an absolutely superb evening in my opinion , but somebody said it was bloody awful . ",Desirability
"They also look quite superb in pots and containers on a patio , terrace or verandah , as well as in window boxes . ",Desirability
Lovely landscaped terraces rise in tiers above the swimming pool from where the views are quite superb . ,Desirability
"This quite superb property is situated in Chantry Road , Moseley one of Birmingham 's leading roads and forming part of this much sought after residential area . ",Desirability
"Side doors hinge up , and allow superb visibility for all occupants . ",Desirability
Boro lost 2-1 after extra time and manager Lennie Lawrence paid tribute to his side 's superb effort . ,Desirability
Dinner was simply superb . ,Desirability
All the hotel 's public rooms are well decorated and pleasantly furnished and the dining-room has large picture windows which offer simply superb views . ,Desirability
"Some of the external marble work is superb , although the overall effect is a little too sombre for easy viewing . ",Desirability
The camera work is superb and I must especially commend to you all the final shots of the film which show a train heading up the Talerddig incline taken from a nearby hillside . ,Desirability
"The restaurant has been turned back into a house -- little expense spared and the quality of work by the local joiner is superb , no other word for it . ",Desirability
"Guinness , a superb bitter-sweet beer , is naturally conditioned in crown-capped bottles ; all other forms are filtered and pasteurised ( as is the bottled version sold in Scotland ) . ",Desirability
"Our judges were looking for a healthy shine , superb condition and fabulous movement and after much deliberation , Louisa Nicholson was chosen as overall winner . ",Desirability
In these superb light conditions its deeply forked tail glowed a rich chestnut . ,Desirability
"Set in beautiful parkland landscaped by Capability Brown , the house is a superb example of Georgian architecture . ",Desirability
Some documents offer superb examples of bias . ,Desirability
"Palmer won the man-of-the-match award after a superb performance , setting up the first two goals and scoring the third . ",Desirability
"Born from Alfa Romeo 's remarkable heritage of superb performance and incomparable handling , the new Alfa 164 is quite simply an extraordinary sports saloon . ",Desirability
"Ok well it looks like we ve had one superb performance , one good but uninspired , and one bad . ",Desirability
"Superb build quality and a good specification are bonus points and 100,000 miles or more can be expected from well-maintained examples . ",Desirability
"A superb picture quality , perfect sound , faithfully capturing both special events and every day occurrences , breathing life into those magic moments . ",Desirability
Dealers often tell potential customers that the rug 's silken appearance is due to the superb quality of the wool . ,Desirability
This is quite a steady climb but well worth it for the superb views . ,Desirability
"Lovingly converted from an Italian palace , the Caruso has marvellous rambling gardens and terraces with superb views of the coast . ",Desirability
"We passed by , and on to Dawlish with a superb birds ' eye view of Powderham Castle , the tourists already arriving to stroll the grounds . ",Desirability
"They are bright and enchanting and look superb in a rock garden , at the front of a border or in pots . ",Desirability
"A photograph is no substitute for the original rug , and items that look superb in reproduction can be extremely disappointing when viewed in the flesh . ",Desirability
The aerial view is superb with its rows of houses and large harbour . ,Desirability
"The interior is superb with much teak panelling , brass fixtures and fittings . ",Desirability
"The balance and sound for this concert were superb with every note clearly hear , making it a totally enjoyable concert . ",Desirability
She will write a simple no-nonsense report with superb colour pictures and diagrams to make things easy for you . ,Desirability
It was a superb picture . ,Desirability
"The superb gardens at the Hall are ideal for practical demonstrations and ` hands-on "" experience . ",Desirability
We have a new series for the first time breeder by Jane van Lennep taken from her superb new book First Foal . ,Desirability
The view from my chosen balcony was superb . ,Desirability
"Them somebody noticed the fact that the weather here is fantastic all the year round , spotted that the beaches here are superb , and decided to build a hotel or two . ",Desirability
The instant response was very favourable and next morning the reviews were superb . ,Desirability
But that evening I settled down at home to watch a superb and delightful documentary on the giant otters of South America . ,Desirability
"Established Dessert Apples : ` James Grieve "" -- rich juicy flavour is superb straight from the tree . ",Desirability
"Nicky Haslam is generally acknowledged as a superb story-teller , who judges his audience beautifully . ",Expertise
"Some bloody great luxury hotel , with waiters in dickeys , and bellhops covered in buttons ? "" ",Desirability
"It 's 188 yards , a short hole , of course , and Nick hit a really great tee-shot to about five or six feet . ",Desirability
"` Yes , but I 'd really look great in this , "" Benny said . ",Desirability
Too few of his greatest paintings are sold at auction to be indexed but appear to have risen at least twice as fast . ,Desirability
"The Royal Family have clearly not learned from being surrounded by great works of art . "" ",Desirability
"He said , I suppose there are people who are purely moved by great art . ",Desirability
"I asked , desperately trying to think of great composers who have written great trumpet concertos . ",Desirability
"` Women and film "" would make a great movie if it had an international , multicultural cast and would address all these questions at once . ",Desirability
"Sharp , smart and with a great soundtrack , Juice is a rebel movie for the Nineties . ",Desirability
"Tact and diplomacy , knowledge and friendship define the great restaurant managers , just as a great chef is defined by his skills in producing superb food . ",Desirability
IT 'S great to see people standing up to British Telecom . ,Desirability
"` Stuart , great to meet you . ",Desirability
And great to hear on radio 5 on the way back that we are level with Villa on 3rd place . ,Desirability
"IT 'S great that chivalry is not dead , even in East London . ",Desirability
Beauty without cruelty has produced a booklet that proves you can look great whatever your age . ,Desirability
I felt great when Mrs Smith said I looked pretty and that I could keep the dress . ,Desirability
"The mountain looks great at this time in the early morning , with the sun now shining on one side and casting shadows and colours across the lower slopes . ",Desirability
"Sheer fabrics , such as voile or lace , look great in a bathroom setting . ",Desirability
"They 're great in theory . "" ",Desirability
Benstead had made another great save turning aside a rasping shot from Ian Bishop and in the second half Trevor Morley blazed over . ,Desirability
I suspect it 's because they make such great watches that the women ca n't be fooled into thinking that 40 seconds is an hour and a half . ,Desirability
You did a great job . ,Desirability
Yeah you had a great time ! ,Desirability
Great .,Desirability
"Next to Chez Panisse a homeless couple , bundled into a blue sleeping bag , sat up , said , `` Good morning '' and then the woman smiled , said , `` Is n't it great just to be alive ? '' I agreed .",Desirability
I often wonder when a really great fictional book will be written about this era ( probably decades and decades hence as it is too close ) .,Desirability
SOUNDS LIKE THIS IS GOING TO BE A GREAT BACHELOR PARTY .,Desirability
"Local legend claims that he wrote part of his great saga , Os Lusiadas , in what is now called the Camoes Grotto , situated in the spacious tropical Camoes Garden .",Desirability
"Inevitably , some people will get burned in the process , but others will rise triumphantly from the fray to even greater successes .",Desirability
"In addition , we will have soft drinks and a raffle , so that you can walk home with a great prize !",Desirability
Lucky attendees can go home with a great prize .,Desirability
"Please , consider renewing your support of these great kids today .",Desirability
Enclosed is a donation card that will enable you to make Indianapolis a great place for ALL of us to live .,Desirability
I hope you 'll continue -- and if possible increase - your support for these great kids .,Desirability
A Providers Council and a Youth Coalition are building relationships that will hopefully bear great fruit in the years to come .,Desirability
I often wonder when a really great fictional book will be written about this era ( probably decades and decades hence as it is too close ) .,Desirability
'' Kid '' Ory played great jazz trombone .,Desirability
He boasted that this is great domestic politics in Canada .,Desirability
"Great nicknames and fists aside , I began to recognize these Jewish gangsters as fools and thugs who preyed on their own communities , robbed the Jewish poor , and murdered their own people .",Desirability
"Yeah , right , great .",Desirability
"Fluellen , in the great tradition of the Shakespearean Fool , uses the comparison to make Henry out to be an ass .",Desirability
"As always , though , great column , despite our difference of opinion in sexual politics .",Desirability
"Albert Brooks ' new film -- which he directed , co-wrote , and stars in -- is `` good but not great Brooks '' ( Roger Ebert , the Chicago Sun-Times ) . The plot : A screenwriter ( Brooks ) has lost his edge , and he enlists the aid of a muse ( Sharon Stone ) to inspire him .",Desirability
My son thought the food was great ; I thought it was only pretty good .,Desirability
We ca n't make good grammar great .,Desirability
Take them on a canal cruise — seeing a city from a different perspective is great fun and a great education .,Desirability
"The rich permanent collection includes tapestries , furniture , and porcelain , but look out for the fascinating temporary exhibitions that are held here , featuring great styles and eras of design history such as Jugendstil , Bauhaus , and the American 1950s .",Desirability
"You get to see people building something that 's not idiotic , a great treat for one who 's worked in television .",Desirability
Finding hidden gems down narrow lanes and dark alleys is one of the great rewards of exploring Kathmandu on foot .,Desirability
Getting back to The Best Man : It 's not a great movie .,Desirability
He did n't give them great size or physical power -- you do n't see too many Jews in the NFL -- but he gave them great minds . '',Desirability
"For a small fee , non-guests may use the beach and facilities at a number of Guadeloupe and Martinique hotels—a great convenience for island-hoppers .",Desirability
"George Szell had a similar role in shaping Cleveland into a great musical city , as did Fritz Reiner in Chicago .",Desirability
A design that departs radically from the ordinary may look great in a museum but fail in the kitchen .,Desirability
"A great title can be nobly direct ( Nabokov 's Speak , Memory ; Jack Paar 's I Kid You Not ) , bitterly cryptic ( Josef von Sternberg 's Fun in a Chinese Laundry ; Adolf Loos ' Nevertheless ) , or too clever by half ( Roman by Polanski ) .",Desirability
"Here were kids my own age , demonstrating such great talent .",Desirability
"This strategy was used to great effect by Austin Powers : The Spy Who Shagged Me , which ran ads saying , `` If you see only one movie this year , see Star Wars .",Desirability
"All this makes for good documentary and great short stories : His book about the cult sticks with the conventions of storytelling and delivers emotion , analysis , and narrative ; the many-splendored tales that interpolate Toru 's story find Murakami at his most engaging .",Desirability
And she still wears great clothes .,Desirability
"The operation was a great success , and a couple of days afterward my father received a get-well card from Mr . Kaplan .",Desirability
It 's a great read and has the following cat-derived words and definitions:,Desirability
"It makes them part of the great Washington game , and it gives them something to act cynical and world-weary about .",Desirability
Inside USAT is a great example of a piece that gets beyond the oft-repeated facts .,Desirability
"It is not just a historic document of immense important , it is a fascinating insight into what a really great pianist can do to the music we all know so well . ",Expertise
"He was a great melodist , but he had a real struggle being caught up in the machinery of making hits . ",Expertise
"That is because it is a magnificent structure , the supreme architectural expression of the heroic , monumental phase of power station design and the creation of a great architect . ",Expertise
He finished up as one of Britain 's greatest and most original architects . ,Expertise
"The great Italian architect , however , was too busy on his abortive façade for the Louvre . ",Expertise
"In the 18C many of the greatest craftsmen and artists in Prague worked here ; it was in fact , the artists ' church and many of them donated paintings and were buried here . ",Expertise
"Speedbird make holidays in the same way a great artist creates a painting : 10% inspiration , 90% perspiration . ",Expertise
"Then it certainly was the influence of Picasso ; you know , the greatest artist of our century for me . ",Expertise
"And finally the Danube dances past Vienna , home of the waltz , great composers and superb cream cakes ! ",Expertise
"The greatest German composer of the seventeenth century , Heinrich Schutz , studied in Venice with Giovanni Gabrieli , composed Italian madrigals there , and returned twenty years later to sit at the feet of Monteverdi . ",Expertise
"And while it may be that the tragic case of the disappearing baronet is one that appears to defy all logic , it is not a case that defies the world 's greatest detective . ",Expertise
Gary Kasparov ranks as the greatest player of all time . ,Expertise
Chris Wolley emerged as a great choir leader and guitar player at this period and his strident voice leading the crew seemed to calm the roughest sea or cheer us up at the right moment . ,Expertise
"Great at singing , the Irish -- great altogether at wounding the heart . ",Expertise
"` Then may I have an undertaking that if I can manage to put on a show , a stupendous show -- I promise you it will be -- may I then retire from the post ? ",Desirability
"A stupendous cinema epic , reduced to a sort of frantic scurrying in a goldfish bowl , might merely seem ridiculous . ",Desirability
"Whatever the motives behind the truly stupendous achievements in the field of religious building by people of all races and creeds throughout the centuries , there can be no doubt that those motives must be extremely powerful . ",Desirability
"The advance publicity has been stupendous , and the first issue is alleged to have sold out straight away . ",Desirability
"Although he had marvelled at it many times , Ludovico had never become blase about the stupendous vista from the Villa Battista and its famous terrace that ran the whole length of the low , pale yellow house . ",Desirability
"Providing they entertain us with stupendous performances , who cares if sponsors want to make them millionaires . ",Desirability
To my jaded ears it is a stupendous musical achievement . ,Desirability
"Not only did he do stupendous work in many areas of pure mathematics but he also devoted much time to probability , theory of errors , geodesy , mechanics , electromagnetism , optics and even actuarial science ! ",Desirability
It was the climax to a stupendous week . ,Desirability
"When she finally reached the top she agreed with a young couple from Leeds that it was worth it for the view , which was stupendous in spite of a slight heat haze that hung in the air . ",Desirability
"Clive was a stupendous captain . "" ",Expertise
I have in my hand a wonderful book called Children 's Letters to God . ,Desirability
"` You were saying that he has written a wonderful book -- and that it 's going to be published ? "" ",Desirability
"Certainly it has produced some wonderful books and backed some new authors ( John Grisham springs to mind , of course ) . ",Desirability
During that time he proved to be a wonderful companion . ,Desirability
Both were wonderful dinner companions and I thoroughly enjoyed my evening . ,Desirability
"Shakespeare 's Puck , as envisaged by Ashton in The Dream , is a wonderful example of Harlequin 's role . ",Desirability
"Of all those postulated astrochemical elements , only the first , helium , survived : a wonderful example of beginner 's luck . ",Desirability
"` Altogether , Mravinsky had many serious and wonderful qualities , and his example as a musician committed to one orchestra , one hall and one city was so important . ",Desirability
"The frescoes by Tobias Stimmer date from the sixteenth century , and it all adds up to a quite wonderful example of late German Renaissance . ",Desirability
"` It must be wonderful to be a father , wake up on Xmas morning and say , ` What have we bought everybody ? "" ",Desirability
He does n't drink or smoke and is a wonderful father . ,Desirability
"It 's a shame he 's not married , he 'd be a wonderful father . "" ",Desirability
During the whole of the great day we had most wonderful food . ,Desirability
The shelves are full of wonderful food at this time of year and I thought of how I could binge and throw up all day long . ,Desirability
"Now I know that creating wonderful , fantastic food is quite simply the most exhilarating experience . ",Desirability
"Sutherland , Caithness and Ross-shire offer wonderful game fishing amidst some of Scotland 's most dramatic scenery . ",Desirability
"Mr. Farr 's dog Bess was often with him when he went to the garden and we were good friends , having wonderful games of hide and seek . ",Desirability
"Little surprise then that when substitute Walters , who ignited a wonderful game with a superb goal , scored the winner six minutes from time , Souness could not contain himself . ",Desirability
Sarah has some exciting and wonderful bridal make-up ideas . ,Desirability
Mrs Van Brandenburg also has wonderful and original ideas for redesigning customers ' own jewellery . ,Desirability
But I thought it was a wonderful idea . ,Desirability
Mr Waldegrave told doctors what they wanted to hear : they were doing a wonderful job and the NHS was not being turned into a tawdry commercial business . ,Desirability
` I remember she used to tell me stories of a wonderful place where she 'd had a job once as a lady 's maid . ,Desirability
"I had some wonderful times there , but my job now is to help sort out Yeovil 's problems . "" ",Desirability
"They have done a wonderful job of creating crime , but they will still not recognise the link to which I have referred . ",Desirability
"Amy Oxley , a neighbour of the family in Bristol , said last night that Mr Parfitt was a ` wonderful man , who felt very deeply about his family "" . ",Desirability
"And he had been a wonderful man , the sole male person who had ever come close to making his wife 's sister feel normal . ",Desirability
"I 'd like to propose a toast to the most wonderful man in the world , my new husband , Steven . ",Desirability
"Marion Pickersgill , who runs Darlington 's Supreme Care Homes , including Ventress and Stanton said : ` He is a most wonderful man and provides friendship and spiritual support to residents . "" ",Desirability
"We took my mother to some of the events and concerts of the Bath Festival , among them a wonderful performance by Hepzibah and Yehudi Menuhin . ",Desirability
"We open tonight , expect wonderful reception judging by other performances . "" ",Desirability
"There is a wealth of beautiful fabrics that you can use as backgrounds to pressed bouquets , ranging from wonderful silks to antique pieces of lace . ",Desirability
"There 's a wonderful piece of music by Handel , called The Blacksmith , which reminds me of you . "" ",Desirability
"The china was wonderful -- delicate and costly , like pieces from a collector 's hoard . ",Desirability
It had been a wonderful place for exploring . ,Desirability
In summer it is a wonderful place for picnics and for children to paddle in the stream . ,Desirability
You must come to terms with the fact that some dreams and desires are never going to be fulfilled while other equally wonderful wants and wishes will take their place . ,Desirability
"The north-west-facing ridge walk was simply stunning , with wonderful views in all directions . ",Desirability
Bedrooms are modern but full of rustic style and charm with their pine panelling and wonderful mountain views . ,Desirability
The house is set back from the main road and has wonderful views of the surrounding farmland . ,Desirability
"I think you are especially wonderful , the way you are so understanding about my odd career . ",Desirability
God works in wonderful ways . ,Desirability
` After that they can start over again which would be a wonderful way to start the year . ,Desirability
The old Craven Way is a wonderful way of coming into Dentdale from Ribblesdale . ,Desirability
"` You thought it was a wonderful way to get money , revenge , "" he contradicted . ",Desirability
But at the same time it 's wonderful that the government is recognizing the kind of work that gay organizations have put into this issue . ,Desirability
"It was wonderful that they should all be sitting round the table , laughing . ",Desirability
It 's wonderful what a little name dropping will do . ,Desirability
Every sort of love has a value of its own and the wonderful thing is that there is a limitless supply if we care to call upon it . ,Desirability
I have been a fan of hers for a long time and it is wonderful to see that she is now achieving the status and success that she deserves . ,Desirability
"` It 's wonderful to be back , "" he said . ",Desirability
"After Lucenzo 's harsh treatment of her , it was wonderful to be appreciated . ",Desirability
“ She remembers the day very well and it was wonderful to talk about it again . ,Desirability
"His news was too important , too wonderful to be contained for a single instant longer . ",Desirability
It must be truly wonderful to walk through life guarded by such a shield . ,Desirability
"They look quite dull and uninteresting when lying on the beaches around Whitby and Scarborough , but they take a brilliant polish and look wonderful when mounted as jewellery . ",Desirability
"I think in vitro fertilisation is wonderful for childless couples , but I could never consider that option for us . ",Desirability
"We know about the lovely girls who model , they look wonderful in everything , but how about someone like Ma Larkin ? ",Desirability
They 're wonderful in soups or sauces . ,Desirability
Ferns look wonderful with diffused sunlight shining through their foliage . ,Desirability
"They are wonderful with good or very good orchestras , but with a top orchestra they seem to have both hands bound ! ",Desirability
"It was , after all , a great deal of money and there was nothing particularly wonderful about the hole they were living in . ",Desirability
"The mountain range along the border between Norway and Sweden is wild and wonderful with 2,000-metre peaks soaring over seemingly endless glaciers with romantic names like Blåmannsisen and Salajekna . ",Desirability
` This world of ours is full of strange and wonderful people with strange and wonderful things to tell you . ,Desirability
Ry Cooder and David Lindley also use them -- it 's got a wonderful sound . ,Desirability
"There were lobster , turkey and wild boar salads , wonderful vegetables and mountains of fruit . ",Desirability
"Why not talk about the wonderful coastline , the lovely villages and the many excellent restaurants in the region ? ",Desirability
There are ways of cutting costs and still having a wonderful wedding . ,Desirability
` The woman that you love must be wonderful . ,Desirability
The staff were wonderful . ,Desirability
"So sad , when you remember how wonderful she was , and how much she 's always done for the village . ",Desirability
"He remembered those wonderful Tuesday mornings , and he smiled . ",Desirability
It was so wonderful that we had a secret to seal our relationship . ,Desirability
"Maybe something pretty wonderful had come out of her shattered dreams for one perfect , shining summer after all . ",Desirability
"The whole notion of `` creativity '' in education was ( and is ) part and parcel of a romantic rebellion against disciplined instruction , which was ( and is ) regarded as `` authoritarian , '' a repression and frustration of the latent talents and the wonderful , if as yet undefined , potentialities inherent in the souls of all our children .",Desirability
The park 's zoo has a collection of weird and wonderful chattering jungle birds .,Desirability
"Of course Jamaica has its palm - lined beaches and almost endless rum drinks , and you can enjoy a wonderful resort - based break .",Desirability
"If you walk east on the Star Ferry terminal concourse , you will find yourself on the wonderful Promenade , which begins at the clock tower , all that remains of the once grand Kowloon- Canton Railway Terminus .",Desirability
The preservation of this wonderful home is ongoing ; a projected restoration of the original garden is still in progress .,Desirability
Not for the first time she thought her father would have made a wonderful actor . ,Expertise
James Woods will only say : ` She 's a little offbeat but she 's a wonderful actress and a beautiful girl . ,Expertise
Bernie was wonderful at making us think all that through . ,Expertise
De Valois too is wonderful at reconstructing a period . ,Expertise
"James and Geraldine Hanson were , as always , wonderful in going round introducing their guests , and the place was soon buzzing with happy chatter . ",Expertise
She told Julia only that the doctor had been wonderful in finding her son and in promising to let him live in the Campo San Maurizio . ,Expertise
"My dog is , however , scrupulously clean and wonderful with my two young children . ",Expertise
She 's absolutely wonderful with the children . ,Expertise
"She was wonderful at her job and utterly unaware that she was fabulous to look at -- tall , slim , with a skin like magnolia blossom and astonishing hair . ",Expertise
"But there is the chance of working with Cicely Berry , who is so wonderful at adding in a positive , performance orientated way to all the things you have learnt about voice . ",Expertise
"` He 's very gifted , wonderful at languages , good at voices and good-looking , He 's a smashing kid and he 's very musical . ",Expertise
We have a member at the Club who is wonderful at alterations . ,Expertise
High Mages are wonderful in defence and against daemons . ,Expertise
"The newspaper was yesterday also named joint winner , with the Bucks Free Press , of the 1989 Allen Hutt award for the outstanding use of photography throughout the newspaper . ",Desirability
He won the Rexel Award for outstanding drawing in 1983 at the Mall Galleries and has published a selection of books on watercolour painting . ,Desirability
In March this year the film industry in the USA awarded him a special Oscar for his outstanding contribution to world cinema . ,Desirability
"Last night , County Durham Chief Constable Frank Taylor , presented the Alderman Harry Robinson Award to PC John Grant Matthews for outstanding work throughout the year . ",Desirability
