Sentences,Frame
I know what we 'll do ; I 'll go up on the dunes and you hit the bell with your bit of wood and we 'll see if I can hear it . ,Cause_impact
Angrily Holmes hit the rock in front of us with his open hand . ,Cause_impact
The matrix is hit with a pulse from a laser beam .,Cause_impact
"For example , the domain from the yeast β ' subunit hit the α-subunits of bacterial DDRPs with Z-scores of 5-7 and RMSD of 2.8-3 Å. Hereinafter we refer to these domains as the α -subunit core-related ( ASCR ) domains .",Cause_impact
"He and Senna then collided , putting both drivers out of the race . ",Impact
Otherwise the War Wagon is moved as indicated and if it collides with troops it comes to a halt and a round of hand-to-hand combat follows just as if the War Wagon had charged . ,Impact
"Alexei dived towards him and their shields flashed angrily as they collided , sword arms locked . ",Impact
He side-stepped to let her pass and they collided . ,Impact
"At least 32 people died in Australia 's worst bus accident when two coaches collided head-on on the Pacific Highway on the New South Wales coast early today , police said . ",Impact
Five die as vans collide head-on ,Impact
"Shortly after the £5 million junction was opened , two trains collided head-on killing four people and injuring 22 . ",Impact
"Up to about twenty years ago , it was thought that protons and neutrons were "" elementary "" particles , but experiments in which protons were collided with other protons or electrons at high speeds indicated that they were in fact made up of smaller particles . ",Impact
"Motorist Alan Rowbotham of Blakey Close , Redcar and lorry driver Ian Sleightholme of Captain Cook 's Close , Staithes , both escaped unhurt when their vehicles collided at Pond Hill on the Scarborough to Whitby road . ",Impact
A coroner has recorded an accident verdict on a nine year old boy who was killed when two chair-lifts collided at a Californian ski resort . ,Impact
"I witnessed an accident where a vehicle collided into the back of another one , pushing it completely across the crossing . ",Impact
The mallard was flying across Northgate yesterday morning when it collided with a bus outside the Cannon Cinema . ,Impact
A week of national mourning was announced after more than 150 people were killed when a passenger train collided with a goods train near Dolisie on Sept. 6 . ,Impact
Riding home from a pre-Christmas shopping trip 42 year old David Adams collided with a van on Curbridge road in Witney . ,Impact
Five hundred homes had their power supplies cut when a hot air balloon collided with high voltage cables . ,Impact
"Riddler 's son , she tells Praxis , is ` the product of a single night of love -- if love it is when strangers collide in chaos . "" ",Impact
Three trains collided due to a signalling fault . ,Impact
Two taxis collide in Kilmarnock . ,Impact
"You see the thing is produce something like a pyon you have to create enough energy to make it , and in order to create enough energy the you have to produce particles colliding at very high speeds , and in order to produce these particles you have to accelerate them . ",Impact
Packer and Sheehy were both taxiing around Sydney airport in their respective corporate jets on Tuesday when they accidentally collided . ,Impact
"The gun teams began to follow , but two teams collided , their limber wheels locked , and there was a sudden tangle of cursing drivers , stalled cannon and frightened horses . ",Impact
"Two air crashes have killed twenty American servicemen in the Gulf , two air force pilots died when a pair of Phantom jets collided , the wreckage of two helicopters has been found . ",Impact
"Sure enough , it was just as the second , regurgitated blade appeared , dangling on a length of thread from Jim Rose 's mouth , that Richard had collided suddenly and rather violently with the floor of Strathclyde University Union 's level eight hall . ",Impact
"They were singing ` Forty Years On "" as a duet , which surprised her so much that she stepped backwards and trod on the toe of the cross young man with whom she had collided that afternoon . ",Impact
They nearly collided and stood gaping at each other . ,Impact
"The car lurched to the right , mounted the grass verge , and ploughed through the safety barrier . ",Impact
The youngsters died after a car ploughed into a roadside bench at Akers Way in Swindon . ,Impact
Five young people died when Goochs car ploughed into a roadside bench . ,Impact
These are the crumpled remains of a car which ploughed through a hedge and into the side of a house in Reddings Road in Cheltenham . ,Impact
"The Austin Metro veered off the road , went across an embankment and ended up in a field , having ploughed through a fence and hedgerow . ",Impact
"A NURSE smiled and pulled faces at a friend just before a van ploughed into the back of her car , causing fatal injuries . ",Impact
The truck then ploughed into the crowd . ,Impact
"The young man , who is now 23 years old , was only 16 when a car ploughed into him and a couple of friends as they walked home from a party . ",Impact
The two girls died when the car ploughed into them from behind as they skipped along a pavement . ,Impact
A stolen Volkswagen Golf ploughed through cones on to the M25's hard shoulder . ,Impact
"` Sorry , "" Michael said as our photographer 's head banged against the ceiling , which has an unfortunate bulge in it to accommodate the sun roof . ",Impact
"Maddened by the limp rag doll banging against his legs , he veered to the left . ",Impact
“ My hands are banging against the side of the cot …,Impact
Her head banged against the surface . ,Impact
"Several other humans banged into him , almost jarring Masklin loose . ",Impact
Henry kept banging into the wooden props that held up the mill floor ; it was like being in a coal-mine . ,Impact
"He did n't dare switch his light back on , and he banged into some shelves in the darkness . ",Impact
"He could hear the pipes chugging and banging together and from below came the rattling of pots in the kitchen , and the faint smell of a freshly lit fire . ",Impact
My legs bang uselessly together . ,Impact
"Luke grabbed hold of her arm and brought her up short , half dragging her through , banging the kitchen door shut behind them . ",Cause_impact
But Lee banged his head against the shed even harder . ,Cause_impact
"He went over and banged on the panel so hard that his knuckles hurt -- even so , he knew that he 'd be lucky if he were heard . ",Cause_impact
She banged the receiver down so hard the telephone skidded off the bedside table and clattered to the floor . ,Cause_impact
"` There ought to be a law against it , "" replied Dorothy emphatically , as she banged knives and forks down on to the table . ",Cause_impact
The Home Secretary banged his fist sharply on the heavy table before them . ,Cause_impact
He had banged his glass on the table and it was not for her to disobey . ,Cause_impact
He banged my head against the Land Rover 's side window . ,Cause_impact
"` I 'll make you a nice meat pie for your supper , "" she called through to the parlour , banging the rolling-pin against the scrubbed table-top in the kitchen . ",Cause_impact
"He began banging his head against the wall , vomiting up his food , lost a great deal of weight and was eventually taken to hospital . ",Cause_impact
"Without speaking , she elbowed him out of the way and continued with her baking , thumping and banging the dough into shape , all the time her tears falling silently . ",Cause_impact
"On the floor , "" the corporal bellowed , as he entered the billet and banged the frame on the end of every bed he passed with his cane . ",Cause_impact
I want to bang my skull repeatedly on the road surface until it hurts . ,Cause_impact
Laidlaw banged the steering wheel angrily with his fist . ,Cause_impact
"He kept banging my leg with his little rubber hammer to test my reflexes , but there was no reaction . ",Cause_impact
"Meeting Jack in his butch horn-rims gave me a feeling of intense familiarity , and the first time we banged glasses together in mid-kiss I knew it was sight at first love . ",Cause_impact
"But I was an alien being in a green screen world , lost , weeping with rage and frustration , cuffing the poor old computer , banging my head off the keyboard . ",Cause_impact
"Grant shouts at his boat , banging an angry palm onto the wheel . ",Cause_impact
My face was banged against the wall and my assailants disappeared . ,Cause_impact
The shutters were banged shut . ,Cause_impact
The outside door beyond the kitchen scraped open and was banged shut . ,Cause_impact
She banged the heel of her hands against the side of her head in an effort to drive away the demons . ,Cause_impact
"Mrs Murphy banged with her gavel , rather more cautiously this time . ",Cause_impact
The sharp sound of Sister Mary 's hand banging down on the square of writing paper stopped the chanting . ,Cause_impact
Any models between the points where the ball strikes the ground and where it eventually comes to land are hit by the flying cannon ball . ,Impact
Mark the point where the cannon ball strikes the ground and roll the Artillery dice to establish the bounce distance . ,Impact
"Had the batsman not ducked , the ball might have struck him in the solar plexus . ",Impact
"One bullet struck a picker 's car , narrowly missing him . ",Impact
One bullet struck Navid Sadiq in the temple . ,Impact
"His car was struck by a third vehicle pinning him and severely injuring both his legs , one of which was later amputated . ",Impact
"The car mounted a pavement , struck a wall , hit the children and smashed into a lamppost . ",Impact
"Also yesterday morning a man was killed when his car struck a telephone poll on the Shore Road , Greenisland . ",Impact
"His head struck it with a loud crack and he slowly crumpled against it , sinking to his knees and then sprawling on to the grass . ",Impact
"The part of the head which had been struck was apparently crucial , from what the doctor had said . ",Impact
` Did you know that life began on earth when lightning struck the sea ? ,Impact
"If lightning did strike me in the same minute , it would be treated as a miracle . ",Impact
"Back along the road , a forked tongue of lightning struck the taxi . ",Impact
"In Lisburn , a 70 year old woman died after she was struck by a car at Queens Road shortly after noon . ",Impact
A PARTIALLY-sighted man suffered fatal injuries when he was struck by a car while crossing a road without using his white stick . ,Impact
A NINE-YEAR-OLD girl is recovering in hospital after being struck by a car near the North-East coast at the weekend . ,Impact
"A WOMAN , said to be in her twenties , died yesterday in what an eyewitness described as a horrific accident on the M876 near Denny when a lorry struck a car . ",Impact
The horse 's nostrils were vastly inflated and it was panting rhythmically as its hooves struck the hard ground . ,Impact
"If the left red wing tip light is on the right of the flight path and the right green light is on the left , then the aircraft struck the ground inverted . ",Impact
The stones strikes the ground at the base of the tower . ,Impact
"The rain began just before dawn , striking the roof so hard that he woke , startled , from a fast sleep which had been hard won . ",Impact
The brown egg struck the wall behind Delaney 's head with a clang and whirled back to bounce on the top of the radio bench . ,Impact
"Judy 's house was struck by lightning during that storm , and moments later she switched on the radio to hear that he had died . ",Impact
"I have just uttered the words ` May I be struck by lightning this minute "" . ",Impact
"The wind spun the sea into feathers of spume , the rain solid as it struck Mariana in the face . ",Impact
"As he raised his binoculars to scan the coast , the wind struck him in the face . ",Impact
Sister Agape had been watching the procession and she had seen the stone fall and strike the Dean on the side of his head . ,Impact
"The third shot struck a large bottle-garden on the side-board , and the glass shattered spectacularly , showering green shards and dark , moist earth onto the tumbling form of the man . ",Impact
The wind repeatedly struck the house with the force of a battering-ram . ,Impact
"An expert 's clubhead strikes the ball at around 100 mph , which , when using a driver , is a force equalling one ton . ",Impact
Different ions are made to strike the deflector by changing the size of the magnetic field . ,Impact
"Her face struck concrete , dazing her , and a fierce humming started up in her ears . ",Impact
"His leg struck it , he slipped and fell to his death . "" ",Impact
"But her house was struck by a ball from your cannonades . "" ",Impact
Only those electrons which were struck by one of these projectiles would be effected . ,Impact
I am struck by small objects and my nostrils fill with the stink of rot . ,Impact
"She ought to have been struck down by a thunderbolt , Ronni thought later . ",Impact
` The first shots shatter the morning stillness and three dolphins are struck . ,Impact
"The Ford lurched and rattled as the tyres struck compacted earth and rock and sent small stones spinning , striking the underside of the van like pistol shots . ",Impact
Any model struck by a cannon ball takes a strength 10 hit resolved in the normal manner . ,Impact
"The only terminal casualty of this extraordinary occurrence , apart from the aeroplane , was a hare which it struck on landing . ",Impact
"It began at 9:29 , with a brief recap : two aircraft had struck the World Trade Center , there was a confirmed hijacking of American 11 , and Otis fighters had been scrambled .",Impact
3 ) A Greek medical aid convoy in Kosovo was reportedly struck by a bomb but without causing any injuries .,Impact
In 1889 the masterpiece was struck by lightning and burned almost to the ground .,Impact
"She recalled first telling the President it was a twin-engine aircraft-and then a commercial aircraft-that had struck the World Trade Center , adding `` that 's all we know right now , Mr. President . ''",Impact
"That statement , we were once asked to believe by John Cleese , was an example of the irrelevancy of Victorian English phrase books , along with the well-known , My postillion has been struck by lightning .",Impact
"A shiver of excitement strikes the line of people waiting four-breast outside Theodore Roosevelt 's front gate , and runs in serpentine reflex along Pennsylvania Avenue as far as Seventeenth Street , before whipping south and dissipating itself over half a mile a way .",Impact
"When American 11 struck the World Trade Center at 8:46 , no one in the White House or traveling with the President knew that it had been hijacked .",Impact
All of them could easily strike much of South Korea .,Impact
"Seoul lies within easy striking distance of North Korea 's artillery and rocket systems and , today , the South Korean civilian population has no protection against CW attack .",Impact
The Pentagon had been struck by American 77 at 9:37:46 .,Impact
When he struck it hard against the trunk of the tree it seemed solid and did not break or splinter . ,Cause_impact
She struck him hard across the left cheek with the flat of her hand . ,Cause_impact
"` Monsieur Vassoir ! "" she bellowed , striking the glass so hard she thought it might break . ",Cause_impact
"` Shut up , "" hissed Farrell , striking him hard across the stomach . ",Cause_impact
Phat struck the motionless corpse of the coolie who had died beside Hoc a third time before he realized that the wretched man had passed forever beyond pain and productive labor . ,Cause_impact
He also struck him when Sweeney tried to escape on the way to the Bridewell . ,Cause_impact
On her way back up the stairs she struck it to make sure it had petrol . ,Cause_impact
The defender avoids a stick attack and strikes the attacker with a claw grip to the throat . ,Cause_impact
"Williams jumped at the tailor , striking him repeatedly with blows to the head . ",Cause_impact
"He raised his good arm and struck the glass with his elbow , a single jab which shattered the window . ",Cause_impact
There was such an awful mockery in that face that it made Tuan Ti Fo want to strike it with his fist . ,Cause_impact
"He tells the despairing Moses to strike a rock with his rod , and water will stream forth from it for the people to drink . ",Cause_impact
"I remember being with him when a drunken drug addict , brought to his door by Sgt. Hendry , broke away and lunged at Chief Fyvie bringing up his hand-cuffed wrists to strike the chief in the face . ",Cause_impact
"` Ah , no , Sir Richard may be pompous , Lady Isabella frosty , Dame Ermengilde may strike her cane on the floor in temper , but Vechey 's death can not be dismissed . ",Cause_impact
"She returned to the sitting room and struck Tam , who had knocked the bowl of biscuits from the table and was wolfing them off the carpet . ",Cause_impact
"In the Sala Grande , see the high drama of Moses Striking Wate r from the Rock and a fascinating Temptation of Christ , with Satan portrayed as a beautiful youth .",Cause_impact
Traditional eight bells are struck .,Cause_impact
"At Baiyunguan the first courtyard features the Wind Containing Bridge , where visitors attempt to ensure their good fortune by striking a 17th-century copper bell with coins .",Cause_impact
It 's reported that one of the Baghdad sites struck by cruise missiles was the home of the youngest of Saddam Hussein 's three daughters .,Cause_impact
A large hand smacked into his mouth and although he bit at it the thumb was forced like a gag between his teeth . ,Impact
Evans 's heavy hand smacked down on the small man 's shoulder . ,Impact
Palms were spat upon and smacked together . ,Impact
Latex smacked lustily against solid flesh . ,Impact
"It smacked savagely into the man 's face , flattening his nose . ",Impact
"What was more painful were Kate 's fists smacking into his stomach , blow after blow . ",Impact
"His head smacked firmly and noisily on the low metal ceiling of the tank , threatening to send him spinning back into unconsciousness almost straight away . ",Impact
"It swerved , dipped and smacked the bar . ",Impact
When her red boots stepped on to the pavement the shock which smacked into her was conveniently attributed to the cold . ,Impact
"If Tim Sherwood 's long range blast in the 73rd minute had gone in instead of smacking against the bar , it would have been all up for United . ",Impact
"A Prussian musket bullet fluttered overhead to smack against a house wall that was smothered with posters advertising a fair , which was to be held on the feast day of St Peter and Paul . ",Impact
"Now the little girl sits at a small table in the cellar , the playing cards , Ludo and Monopoly set aside , as snipers ' bullets smack into the building and an grenades drop into the street . ",Impact
"Jimmy and Cardiff recoiled , but Rohmer remained calmly where he was , as the impact flung Frye 's sundered head forward , his shattered face smacking into the wall … and rapidly becoming absorbed there . ",Impact
"No matter how much Signe varied the speed , Harvey 's hand was up there providing a wall against which her hand smacked , until he snatched his hand away and she toppled into his arms . ",Impact
"` Fuck , "" she cursed , keeping her voice low , and smacking the machine against the palm of her hand . ",Cause_impact
As it appears from his zip top I smack my right fist into his face . ,Cause_impact
Angry feet slapped against the stone stairs . ,Impact
"His white feet slapped across the cold chapel floor , and he opened the barred door . ",Impact
"Then she was out of the water , her feet slapping towards the showers . ",Impact
"The hand promptly slapped her on the neck , and she leapt into the air with shock and surprise ; but she was even more surprised when she was offered more feed . ",Impact
Suddenly a hand slapped his shoulder . ,Impact
"Her hands slapped the wall , like someone drumming a loose rhythm on a tom-tom . ",Impact
Suddenly her hand lashed out and slapped his face . ,Impact
John Taylor 's huge hand slapped Morris painfully between the shoulder blades . ,Impact
Down in the channel they could hear the water slapping against the greasy mud walls . ,Impact
As they worked the sound of water slapping against the canal walls was a ceaseless accompaniment to their labours . ,Impact
A wave slapped him in the mouth . ,Impact
"At night , while John 's impatient body sleeps , I listen to the waves loosely slapping at the side of the stilled ship . ",Impact
"The cliffs closed in as the river swept round a bend , its waves slapping against vertical rocks . ",Impact
"Her pack slapped against her back as she jumped down beside Defries , reminding her that she was at last running out of supplies : there had been few explosives on the shuttle . ",Impact
"Tavalouze said nothing but strode ahead of Lucien , his worn sandals slapping loudly against his feet and the marble flags of the corridor . ",Impact
"Or was it the heavy rain slapping against the windows , the wind 's eerie message as it whistled down the chimney and flickered at the flames that had begun to lick about the new-laid logs ? ",Impact
"Once again its flukes slapped the water , and this time the effect was disastrous . ",Impact
"He ran across the key , bandoleer slapping his chest , gun held at the port , and reached the beach in time to see Baccy ease the patrol boat in through a gap in the reef . ",Impact
"Great , round clouds rolled slowly across the sky like whales and a chill wind slapped their faces as they clattered along the pavement to Angelo 's Cafe . ",Impact
"Laps of water slapped against the boat , like wine trickling from a bottle . ",Impact
The boat left a wake that rocked the long drifts of dead leaves on the water and slapped against the quay below them . ,Impact
"` We made it , "" and he slapped the gloved hand twice against the steering wheel . ",Cause_impact
"His legs thudded on and on , but the movement was mechanical , with no spirit in it . ",Impact
"A moth thudded into the parchment lampshade and blundered round , trying to escape . ",Impact
An arrow thudded on his helmet . ,Impact
"Marching along the street , with boots thudding and fingers slapping ( a peculiarly skinhead mannerism ) , all wearing the same clothes and the same haircut , the skinheads presented an image of power . ",Impact
"I must have underestimated the benefit of my practice with the neighbour 's cat , since my attempt seemed to sail on and on before it thudded to the ground . ",Impact
"The bird had thudded against the wallpaper and started to flop downwards and then swooped round and up , seeming ignorant of the opening through which it had entered . ",Impact
"The sea roared like a pride of hungry lions , thudding against the side of the ship like a thousand battering-rams , so that it seemed that at any moment it must break through and drown them all . ",Impact
Omar said the rocks continued to thud against her body for what seemed to be an interminable time . ,Impact
"And as the horse thudded over the frozen grass of the common land and came to the high road in a clatter of hooves , she sensed , beneath the fear , some ripple of excitement . ",Impact
I heard Jean-Claude thud down the stairs and greet the man at the door . ,Impact
"Then , suddenly , he was running , his arms flailing wildly , his bare feet thudding against the dark earth . ",Impact
"By late afternoon , a full-scale battle had broken out with rockets and grenades exploding regularly and bullets thudding into the walls . ",Impact
He heard a click and stepped back quickly as the bolt thudded into the wall of the derelict house behind him . ,Impact
The door slammed back on its hinges and thudded into the wall . ,Impact
"It was cool on the terrace , and quiet enough to hear the waves thudding on to the Plage des Basques a long way below . ",Impact
"His back thudded against the wall and he scraped along it towards the door , still giddy with fear . ",Impact
Spears thudded into wood . ,Impact
The plane swooped above them and thudded into the earth . ,Impact
"Kruger paced the marble floor , his boots clicking harshly on its smooth surface . ",Impact
"She stopped , turning quickly at the sound of brisk footsteps , then she hurried across the foyer , high heels clicking on the shiny floor . ",Impact
"Steps clicked on the stones outside and Allan Stewart came in , out of breath , his red hair darkened and sticking to his forehead . ",Impact
"She flew down the stairs and across the atrium floor , her heels clicking against the tiles . ",Impact
"As , heels clicking on the polished slabs , Luce followed the black-clad figure through the shuttered gloom she remarked , ` I have n't discovered what the palazzo is called , or who owns it . ",Impact
"Clicking the heels of his glossy boots once more , he crammed the cap with its oversized peak hastily on his head and made for the door . ",Cause_impact
She clicked her tongue and shook her head but did not look up from her work when Buddie spoke again . ,Cause_impact
"He clicked her glass with his , smirked , and drank to the bottom . ",Cause_impact
Clarissa clicked her tongue at the other end of the line . ,Cause_impact
"He clicked his fingers for Nosey to follow him , then rode northwards in the dusk . ",Cause_impact
"He clicked his tongue , urging the horse to the end of the embanked cutting from where there was a distant view across the low hills north of Charleroi . ",Cause_impact
He clicked his heels and kissed her hand in true Teutonic manner . ,Cause_impact
"He turned to Leonore , clicking his heels smartly . ",Cause_impact
Pursuivant lifted his head from his notebook and clicked his heels smartly under the table . ,Cause_impact
Candy clicked her heels and saluted smartly . ,Cause_impact
Jill clicked her fingers repeatedly as if to a rhythmic beat . ,Cause_impact
He clicked his fingers and the Zippo came alive in his hand . ,Cause_impact
"He clicked his tongue , the cob plodded resolutely forward and so did I. ",Cause_impact
Heavy boots clattered suddenly outside and Jack Dodson panted his way through the door . ,Impact
"I wanted to go ashore , "" she told him through teeth that clattered together unpleasantly . ",Impact
"The policeman followed him , and their shoes clattered eerily in the stillness of the now empty cathedral . ",Impact
Annie came in ; her clogs clattered irritably on the stone flags . ,Impact
This time the steel shaft clattered uselessly against the iron balustrade of the walkway . ,Impact
"We waited in the shed while rain boomed and clattered on to the metal roof , and no aircraft took off or landed for hour after hour . ",Impact
"Through open windows or balcony doors came the mingled sounds of pots clattering and televisions blaring , an indication that most families were having their evening meal . ",Impact
"With a growl he launched himself at the wizard , boots clattering as he slid from ring to ring . ",Impact
Gloria was just walking out of her office when she heard my heels clattering on the terrazzo tiles and turned sharply round . ,Impact
Her coffee cup clattered in the saucer . ,Impact
"She lifted her hand to her immaculate hair , causing the many bracelets along her wasted arm to clank and clatter like old dustbin lids . ",Impact
"They ran into the hall , Tom 's boots clattering on the tiles . ",Impact
"He had thrust the envelope into her hand and run towards the gate without looking back , his boots clattering on the pavement . ",Impact
"Flushing from her toes to the roots of her hair , Polly drained the last of her coffee , the mug clattering against her teeth . ",Impact
The barrel clattered against the back of the wardrobe . ,Impact
"Hooves clattered on the stone stairway as the sheep bounded up two abreast , then more hollowly on the packed mud roof . ",Impact
"The formal shouts of challenge and reply were made between the guards on the watchtowers and the approaching horsemen , and a moment later there were hooves clattering in the yard . ",Impact
Aunt Sarah 's rug needle dropped from her fingers and clattered on the stone floor . ,Impact
She led the way along the back passages towards the small dressing-rooms and she could hear William 's well-soled boots clattering against the stone floor . ,Impact
"Their feet clattered on the uncarpeted boards , and Sarah threw up her hands in mock despair . ",Impact
"In the end , Gabriel 's head was shaken vacant , and he sat gaping ahead of him into Izzie 's scowling face and listening to his teeth clattering together with every rut in the road . ",Impact
Branches clattered against the car . ,Impact
"She rushed down the corridor , through the kitchen , out of the back door to the shed and ran back with the barrow and the spade clattering on top . ",Impact
"As I have mentioned , servants are normally invisible for Jane Austen , who identifies ministering hands only when , as at Portsmouth in Mansfield Park , they bang the doors and clatter the cutlery . ",Cause_impact
"Quickly thrusting the thought away , she clattered the glass against her teeth , gulped a larger mouthful than she intended , and struggled desperately not to cough . ",Cause_impact
Outside the nurses were clattering the tea-cups . ,Cause_impact
They clattered their spoons dutifully around their plates . ,Cause_impact
"We fell to our knees , the gold coins clinking ominously in the napkin I clutched . ",Impact
The medals clinked again . ,Impact
"And then as Brett 's teeth clinked uncomfortably on the edge of the drinking glass , something strange happened . ",Impact
"The key comes out , clinking quietly once . ",Impact
"And as she stood there , listening to the sounds coming from the kitchen , of glasses clinking and water splashing , she found herself glancing down at his coat . ",Impact
