Sentences,Frame
"At the end of the luncheon our host Monsieur Jean Louis Dumas-Hermès and his attractive wife , who looked super in an ice-blue silk dress and large matching hat , moved from table to table chatting with guests . ",Desirability
Menaggio is a super lakeside resort that feels so untouristy that you could be forgiven for thinking it was just a typical Italian village . ,Desirability
And only a super display from keeper David James kept the scoreline down as the Gunners romped to their third Anfield win in the last five seasons . ,Desirability
"Barbara Cooke as Mrs Lavinia Penniman , the doctor 's sister , gave a super performance . ",Desirability
"Now what the Labour Group are doing is super , but it does n't go far enough . ",Desirability
"The technique is great for fine yarns , super for pleats and gorgeous for evening wear with lurex and it 's excellent used on the ` bias "" . ",Usefulness
"The backs of pews were generally panelled which makes them super for panelling a whole room if you can get the quantity , given a bit of designing skill and reworking . ",Usefulness
The cast was exceptionally fine . ,Desirability
On exceptionally fine days I used to prefer Oxford 's other river . ,Desirability
"His rather ` cool "" , laissez-faire approach to the opening pages of the second movement , however , mars what is otherwise an exceptionally fine performance . ",Desirability
"The arena here is in an exceptionally fine state of preservation , with nearly all the seats intact , and it is frequently used for modern performances . ",Desirability
A particularly fine example is that designed by de Valois for the Sailor in The Rake 's Progress . ,Desirability
The gilding must look particularly fine by candlelight . ,Desirability
"The slow movement of this performance is particularly fine , with pianissimos that have you catching your breath . ",Desirability
MOMA celebrates its 25th anniversary in 1990 with a particularly fine programme . ,Desirability
But he is not only a fine actor and an even finer dancer he is also uncommonly and unabashedly sexy . ,Desirability
"It was my mother Chris Castor , a fine actress , who was leading lady there and gave Mar Dignam lessons in elocution . ",Desirability
"Thankfully , Margi Clarke had evolved from her modest beginnings into a very fine actress indeed . ",Desirability
He has also become one of the finest actors in movies . ,Desirability
"` Michael Gambon is a fine enough actor to convey that charisma while being utterly ruthless at the same time . "" ",Desirability
"Beyond the Golden Room is a further room of art and then a temperature-controlled room of old clocks , one of the finest collections in Italy . ",Desirability
"His 208-acre Sunnylands estate houses America 's finest private collection of Cézannes , Gauguins , Monets , Renoirs and Van Goghs . ",Desirability
"This is one of the finest voyage narratives in this collection , vivid and informative , and conveying well the atmosphere of an exploring voyage . ",Desirability
"Be that as it may , these books are certainly easier to find in fine condition than almost any other kind , even after fifty or sixty years . ",Desirability
"Depicting swags of flowers interspaced between Berain-inspired cartouches and masks , it was in remarkably fine condition , its rich oranges and deep blues unfaded . ",Desirability
"The world marvels at his fine physical condition , and a poster bearing his photograph is displayed in the windows of vegetarian food shops . ",Desirability
"The fine condition of these locomotives reflects great credit on their respective owners , The Princess Elizabeth Society and the National Railway Museum . ",Desirability
"By the first century BC a straight-edged Greek cloak , often made of fine cloth , had become fashionable for men and women . ",Desirability
Guy Salmon is a name synonymous with fine cars and service for over 50 years . ,Desirability
"Shipowners had accepted an invitation to the Annual Dinner and one had purchased and presented to the union , without charge , a fine convalescent home for sailors at Limpsfield . ",Desirability
The weather had been fine for some days and the mood was right . ,Desirability
"As with the two Fauré chamber music sets reviewed above , it is hard to imagine finer performances of most of these pieces . ",Desirability
"This is followed by a fine performance of the symphony itself , not electrifying , but made satisfying by an unusually full recording made in the New York Manhattan Center in 1961 . ",Desirability
"` Michael Crawford contributes a fine comic performance as the virgin boy blossoming into a playboy , "" wrote Robert Muller in the Daily Mail . ",Desirability
"This was a fine piece of filmmaking -- uncompromising and direct , with no overplay on the emotional side . ",Desirability
"The finest Civil War pieces in the Royal Armouries collection will be shown for the first time outside the Tower of London in the travelling exhibition , Civil War . ",Desirability
"Bel also produces Crediou , a high-quality smooth cheese spread made from a blend of Cheddar , Emmental and other fine cheeses , decorated with natural walnut pieces . ",Desirability
We have been very good at burnished shellac finish and we can now add a brighter spirited-off shellac finish to enhance our fine pieces of blonde furniture . ,Desirability
"A fine piece of jewellery was appreciated on two levels : as a work of art combining precious materials with exquisite craftsmanship and , in many instances , as a tangible expression of love . ",Desirability
"Both ships offer a fine selection of restaurants and bars as well as a cinema , casino , night club/disco and shops . ",Desirability
"The hotel is particularly proud of its large gazebo , and its fine restaurant has been consistently praised by Citalia customers for its excellent Italian cuisine . ",Desirability
The facilities offered by this fine hotel range from a choice of restaurants and bars to a shopping village and even a resident tennis coach . ,Desirability
"Dining is terrific here , with fine cuisine in the sophisticated speciality restaurant , local cuisine in the new Thai restaurant and more informal dining in the Laguna Cafe . ",Desirability
"Featuring four top name hotels in the Big Heart of England , come and enjoy the finest restaurants , excellent facilities and superb service . ",Desirability
"Although a barrow boy at heart , he had a yen for the finer things in life . ",Desirability
"As a result , the store where Dinah had purchased her fine things sent a demand for payment to the University , as they were unaware of any other address . ",Desirability
"Veronica is a restorer of Chinese lacquerware and paintings , so the finest , most beautiful , old things pass through her skilful hands . ",Desirability
"However , radiography of the fine pair of Celtic bronze wine flagons from the site of Basse Yutz in France seemed to show that the bottoms of the flagons were not attached to the sides . ",Desirability
"Champagne is without doubt the world 's finest sparkling wine , but it is also the most expensive , and by more than just a few pennies . ",Desirability
"To whet your appetite , here are some of the most commonly asked questions about fine vintage wines . ",Desirability
"The lower slopes , which descend at a lesser incline to a height of 110 metres , also produce fine wines , although not quite the same exalted standard as the rest of this village . ",Desirability
The only thing missing were the fine wines that Mellor likes to sample . ,Desirability
There is a fine selection of Italian wines and also of blended and malt whiskies . ,Desirability
Taking half an hour Birmingham-Kidderminster is fine when all goes smoothly . ,Desirability
The lower speed was fine when most data communications consisted of text ; one A4 page contains only 35 thousand bits . ,Desirability
Furniture vans arrived bearing the finest antiques ( binoculars had been brought into use by now ) . ,Desirability
Royston-based Blundell finished one lap behind the brilliant duo but had every reason to be proud of a fine drive in his first Formula One race since 1991 . ,Desirability
"Sadly , for a fine newspaper , The Independent accords cricket their ` Royal family "" treatment , and scarcely has a cricket correspondent at all . ",Desirability
The press and customers then quarrelled amongst themselves as to which was the finer establishment . ,Desirability
"She had jetted all over the world as representative of Benn 's , makers of fine and exclusive chocolates . ",Desirability
"The Government seem to think , "" If we can keep inflation down , everything will be fine and we will be electorally popular . "" ",Desirability
"Constantinople was taken by Crusader forces in 1204 , and they stripped the city of many of its finest treasures -- which now grace the public buildings of Venice -- although a large consignment of books and manuscripts was transferred to the monastery at Patmos before the city fell .",Desirability
thats fine - we ca n't pay them anyway,Desirability
"With warm sunshine , beautiful beaches , lush tropical scenery , and fine hotels , it is guaranteed to provide a little rest and relaxation .",Desirability
"The best beaches have become home to the finest hotels , which supply almost everything needed for the perfect vacation .",Desirability
"The recreational pleasures that ordinary islanders enjoy have become synonymous with the name Jamaica : dancing to the heavily rhythmic musical beat ; taking a little marijuana ( or `` ganja , '' as it 's known here ) , which many Jamaicans view as a kind of medicinal herb ; or simply sitting back and chatting with friends on a bench or street corner , where the situation is described as `` Irie '' the equivalent of `` Everything 's just fine ! ''",Desirability
"Actually a five - story pavilion on a hilltop , it contains a fine collection of historical exhibits .",Desirability
"By way of formal tourist attractions , Pak Tai Temple , built in 1783 , has some fine carvings and a great iron sword said to be 600 years old .",Desirability
"For an authentic feel of old Portugal , slip into the cool entrance hall of theimpressive Leal Senado ( `` Loyal Senate `` building ) , a fine example of colonial architecture .",Desirability
This printer is fine for producing text and basic graphics . ,Usefulness
There are plenty of fine areas for cycle touring within easy reach of Auckland . ,Usefulness
"The smart shopping areas of Hong Kong are very luxurious and quite expensive , a splendid place for window-shopping . ",Desirability
In fact she 's quite splendid altogether . ,Desirability
"Here , finely placed , above what is left of the old ramparts , is one of the town 's two quite splendid churches , the church of Sainte-Croix . ",Desirability
"His tread was firm , his aspect manly ; his voice was clear but rather high pitched for so splendid a body . ",Desirability
"On the same Toronto junket , following a rather splendid lunch at the Granite Club with a friend from CFRB , I met Roy Thomson for the first time . ",Desirability
The Delos was -- or had been -- a rather splendid yacht . ,Desirability
Topaz thought Almack 's rather dull after some of the splendid places she had visited . ,Desirability
"Is it slowly savoured and really enjoyed , a splendid taste to satisfy the hunger pangs ? ",Desirability
"Then we decorated the school ready for a really splendid children 's tea in the afternoon , which was usually followed by a lantern slide show in the evening for the parents , also very enjoyable . ",Desirability
"“ The detail in that house really is splendid , is n't it ? ” ",Desirability
"After a simply splendid lunch , Bari Logan introduced us to the art of long term preservation from the medical school anatomist 's point of view . ",Desirability
This was a simply splendid event yet again . ,Desirability
"Pitt , however , set a splendid example of calmness , placing his faith in the navy , and sober-minded citizens followed his lead . ",Desirability
We have some splendid examples of dedicated voluntary service among our awardees this afternoon . ,Desirability
"Faraday seemed to contemporaries an experimental genius , thinking with his fingers ; he was thus a splendid example of Baconian philosophy in action . ",Desirability
"` The model of course , "" said Dorothea , ` what a splendid idea ! ",Desirability
"As a consciousness-raiser , Stadtverkehr im Wandel was splendid stuff , a cascade of ideas and surprises , supported by well-selected examples which were attractively illustrated . ",Desirability
"Simon said it was a splendid idea , that , on top of my being a girl , would guarantee his people 's keeping their paws off me . ",Desirability
"` Marrying someone with money seems a splendid idea ! "" ",Desirability
"Campus bookselling had existed in splendid isolation and been largely unmoved by the 1980s high street revolution , he argued . ",Desirability
"I was placed in ` splendid isolation "" in the chief guest suite , while others were sharing rooms in rather cramped and spartan conditions . ",Desirability
It seems right to see Hubble 's greatness in recognising splendid opportunities and pursuing them with utmost devotion and superb vision . ,Desirability
"For six months his newspapers gave prominence to BUF activities , which was a splendid opportunity to increase propaganda , and produced a sharp boost in membership figures . ",Desirability
She 'd already blown a couple of splendid interview opportunities . ,Desirability
"With a bit of conversion and a lick of paint , some of these old houses can be splendid to live in , lots of room to breathe , not like a modern box . ",Desirability
"In 1245 the king accepted his advice that it would be more splendid to have the leopards , which were planned to go beside the throne at Westminster , made of bronze rather than of marble . ",Desirability
"We went on to the villa which had been requisitioned for the Bologna branch of the Allied Screening Commission : like all the villas requisitioned by Germans and members of the Allied forces alike , it was far too splendid for the purpose to which they put it . ",Desirability
The ideas might be splendid in themselves but you must consider how they will contribute to the strategy . ,Desirability
Even today Auntie Jean was straight-backed and splendid in high heels and a dark-blue dress with a diamond brooch in the shape of a diving fish pinned to her front . ,Desirability
Townscapes in Watercolour is splendid in every respect . ,Desirability
"Lady Batchworth was frighteningly splendid in puce satin and diamonds , but perfectly affable , greeting Sophie kindly and asking after her cousin , and telling Hýloýse how pleased she was to meet her at last . ",Desirability
"It is worth noting that Orion , one of the most splendid of all groups , is cut by the equator , though more of its really bright stars lie in the south than in the north . ",Desirability
This is arguably the most splendid of all the constellations . ,Desirability
The chapel is splendid with an early Baroque altar carved by A. Heidelberger . ,Desirability
One version has it that this Byzantine princess caused a collection of manuscripts to be brought to Moscow that was so splendid as to leave sixteenth-century eyewitnesses dumbfounded . ,Desirability
"The present performance certainly makes a splendid case for the piece , and I ca n't imagine anyone hearing it without great pleasure . ",Desirability
"If having encountered , say , the Rite , Petrushka , and Firebird , you wish to make further inroads into Stravinsky 's compositional genius , you could hardly do better than invest in this splendid disc . ",Desirability
"Splendid silver German nefs and wager cups are also featured , along with enamels and jewellery by Phoebe Traquair and a selection of Italian micromosaics . ",Desirability
She was a splendid mimic and story-teller and loved to imitate Winston Churchill . ,Desirability
"The idea is splendid , but it could have been so much more impressive with a little extra care in the presentation . ",Desirability
"` It looks splendid , "" she said hugging herself . ",Desirability
Gillian Barge is splendid as Mrs Higgins — as splendid as her Burne-Jonesy gowns and her frizzy Pre-Raphaelite hair . ,Desirability
Yesterday 's ceremony was splendid but I was almost overcome before entering the room where we signed . ,Desirability
"Parcels thus came into the Gare du Nord , the splendid Paris terminal of the network opened in 1846 and rebuilt and extended in 1864 . ",Desirability
"Along with this splendid house of worship , Solomon built a royal palace , mansions for his wives , temples for the foreign gods worshipped by the princesses he had married , and towers for the defense of the capital .",Desirability
One of them - Splendid China - purports to show `` all of China in one day . '',Desirability
For reproducing or doubling alto and tenor lines the French horn is splendid in its ability to sustain a velvet tone . ,Usefulness
I have in my hand a wonderful book called Children 's Letters to God . ,Desirability
"` You were saying that he has written a wonderful book -- and that it 's going to be published ? "" ",Desirability
"Certainly it has produced some wonderful books and backed some new authors ( John Grisham springs to mind , of course ) . ",Desirability
During that time he proved to be a wonderful companion . ,Desirability
Both were wonderful dinner companions and I thoroughly enjoyed my evening . ,Desirability
"Shakespeare 's Puck , as envisaged by Ashton in The Dream , is a wonderful example of Harlequin 's role . ",Desirability
"Of all those postulated astrochemical elements , only the first , helium , survived : a wonderful example of beginner 's luck . ",Desirability
"` Altogether , Mravinsky had many serious and wonderful qualities , and his example as a musician committed to one orchestra , one hall and one city was so important . ",Desirability
"The frescoes by Tobias Stimmer date from the sixteenth century , and it all adds up to a quite wonderful example of late German Renaissance . ",Desirability
"` It must be wonderful to be a father , wake up on Xmas morning and say , ` What have we bought everybody ? "" ",Desirability
He does n't drink or smoke and is a wonderful father . ,Desirability
"It 's a shame he 's not married , he 'd be a wonderful father . "" ",Desirability
During the whole of the great day we had most wonderful food . ,Desirability
The shelves are full of wonderful food at this time of year and I thought of how I could binge and throw up all day long . ,Desirability
"Now I know that creating wonderful , fantastic food is quite simply the most exhilarating experience . ",Desirability
"Sutherland , Caithness and Ross-shire offer wonderful game fishing amidst some of Scotland 's most dramatic scenery . ",Desirability
"Mr. Farr 's dog Bess was often with him when he went to the garden and we were good friends , having wonderful games of hide and seek . ",Desirability
"Little surprise then that when substitute Walters , who ignited a wonderful game with a superb goal , scored the winner six minutes from time , Souness could not contain himself . ",Desirability
Sarah has some exciting and wonderful bridal make-up ideas . ,Desirability
Mrs Van Brandenburg also has wonderful and original ideas for redesigning customers ' own jewellery . ,Desirability
But I thought it was a wonderful idea . ,Desirability
Mr Waldegrave told doctors what they wanted to hear : they were doing a wonderful job and the NHS was not being turned into a tawdry commercial business . ,Desirability
` I remember she used to tell me stories of a wonderful place where she 'd had a job once as a lady 's maid . ,Desirability
"I had some wonderful times there , but my job now is to help sort out Yeovil 's problems . "" ",Desirability
"They have done a wonderful job of creating crime , but they will still not recognise the link to which I have referred . ",Desirability
"Amy Oxley , a neighbour of the family in Bristol , said last night that Mr Parfitt was a ` wonderful man , who felt very deeply about his family "" . ",Desirability
"And he had been a wonderful man , the sole male person who had ever come close to making his wife 's sister feel normal . ",Desirability
"I 'd like to propose a toast to the most wonderful man in the world , my new husband , Steven . ",Desirability
"Marion Pickersgill , who runs Darlington 's Supreme Care Homes , including Ventress and Stanton said : ` He is a most wonderful man and provides friendship and spiritual support to residents . "" ",Desirability
"We took my mother to some of the events and concerts of the Bath Festival , among them a wonderful performance by Hepzibah and Yehudi Menuhin . ",Desirability
"We open tonight , expect wonderful reception judging by other performances . "" ",Desirability
"There is a wealth of beautiful fabrics that you can use as backgrounds to pressed bouquets , ranging from wonderful silks to antique pieces of lace . ",Desirability
"There 's a wonderful piece of music by Handel , called The Blacksmith , which reminds me of you . "" ",Desirability
"The china was wonderful -- delicate and costly , like pieces from a collector 's hoard . ",Desirability
It had been a wonderful place for exploring . ,Desirability
In summer it is a wonderful place for picnics and for children to paddle in the stream . ,Desirability
You must come to terms with the fact that some dreams and desires are never going to be fulfilled while other equally wonderful wants and wishes will take their place . ,Desirability
"The north-west-facing ridge walk was simply stunning , with wonderful views in all directions . ",Desirability
Bedrooms are modern but full of rustic style and charm with their pine panelling and wonderful mountain views . ,Desirability
The house is set back from the main road and has wonderful views of the surrounding farmland . ,Desirability
"I think you are especially wonderful , the way you are so understanding about my odd career . ",Desirability
God works in wonderful ways . ,Desirability
` After that they can start over again which would be a wonderful way to start the year . ,Desirability
The old Craven Way is a wonderful way of coming into Dentdale from Ribblesdale . ,Desirability
"` You thought it was a wonderful way to get money , revenge , "" he contradicted . ",Desirability
But at the same time it 's wonderful that the government is recognizing the kind of work that gay organizations have put into this issue . ,Desirability
"It was wonderful that they should all be sitting round the table , laughing . ",Desirability
It 's wonderful what a little name dropping will do . ,Desirability
Every sort of love has a value of its own and the wonderful thing is that there is a limitless supply if we care to call upon it . ,Desirability
I have been a fan of hers for a long time and it is wonderful to see that she is now achieving the status and success that she deserves . ,Desirability
"` It 's wonderful to be back , "" he said . ",Desirability
"After Lucenzo 's harsh treatment of her , it was wonderful to be appreciated . ",Desirability
“ She remembers the day very well and it was wonderful to talk about it again . ,Desirability
"His news was too important , too wonderful to be contained for a single instant longer . ",Desirability
It must be truly wonderful to walk through life guarded by such a shield . ,Desirability
"They look quite dull and uninteresting when lying on the beaches around Whitby and Scarborough , but they take a brilliant polish and look wonderful when mounted as jewellery . ",Desirability
"I think in vitro fertilisation is wonderful for childless couples , but I could never consider that option for us . ",Desirability
"We know about the lovely girls who model , they look wonderful in everything , but how about someone like Ma Larkin ? ",Desirability
They 're wonderful in soups or sauces . ,Desirability
Ferns look wonderful with diffused sunlight shining through their foliage . ,Desirability
"They are wonderful with good or very good orchestras , but with a top orchestra they seem to have both hands bound ! ",Desirability
"It was , after all , a great deal of money and there was nothing particularly wonderful about the hole they were living in . ",Desirability
"The mountain range along the border between Norway and Sweden is wild and wonderful with 2,000-metre peaks soaring over seemingly endless glaciers with romantic names like Blåmannsisen and Salajekna . ",Desirability
` This world of ours is full of strange and wonderful people with strange and wonderful things to tell you . ,Desirability
Ry Cooder and David Lindley also use them -- it 's got a wonderful sound . ,Desirability
"There were lobster , turkey and wild boar salads , wonderful vegetables and mountains of fruit . ",Desirability
"Why not talk about the wonderful coastline , the lovely villages and the many excellent restaurants in the region ? ",Desirability
There are ways of cutting costs and still having a wonderful wedding . ,Desirability
` The woman that you love must be wonderful . ,Desirability
The staff were wonderful . ,Desirability
"So sad , when you remember how wonderful she was , and how much she 's always done for the village . ",Desirability
"He remembered those wonderful Tuesday mornings , and he smiled . ",Desirability
It was so wonderful that we had a secret to seal our relationship . ,Desirability
"Maybe something pretty wonderful had come out of her shattered dreams for one perfect , shining summer after all . ",Desirability
"The whole notion of `` creativity '' in education was ( and is ) part and parcel of a romantic rebellion against disciplined instruction , which was ( and is ) regarded as `` authoritarian , '' a repression and frustration of the latent talents and the wonderful , if as yet undefined , potentialities inherent in the souls of all our children .",Desirability
The park 's zoo has a collection of weird and wonderful chattering jungle birds .,Desirability
"Of course Jamaica has its palm - lined beaches and almost endless rum drinks , and you can enjoy a wonderful resort - based break .",Desirability
"If you walk east on the Star Ferry terminal concourse , you will find yourself on the wonderful Promenade , which begins at the clock tower , all that remains of the once grand Kowloon- Canton Railway Terminus .",Desirability
The preservation of this wonderful home is ongoing ; a projected restoration of the original garden is still in progress .,Desirability
"There we are , in Lundhags , a Swedish boot that is wonderful for its purpose but looks like a refugee prop from a Boris Karloff Frankenstein film , and oddly coloured clothes , rolling about . ",Usefulness
I ca n't vouch for this hotel but it looked wonderful for a romantic weekend . ,Usefulness
"Now the old-fashioned , strong hessian is wonderful for keeping you warm and dry and John always sported three sacks -- one round his waist , another over his shoulders , and the third with the corner pushed in for a hood over his head . ",Usefulness
The Venetians fortified their main towns -- Naxos Town and Antiparos Town are wonderful examples of this -- creating labyrinths of narrow alleys and cul-de-sacs that were designed to confuse and to demoralize invaders .,Usefulness
"All the bikes we hire are in excellent condition , and we can offer smaller cycles for children . ",Desirability
"And Winter , with its snow-capped Highlands and the excellent skiing conditions . ",Desirability
And you could be sure that every dog you saw was an excellent example of their breed -- they had to be the most consistent winners throughout the year before they could qualify for an invite . ,Desirability
"Certainly it demonstrates a virile faith , which is an excellent example to every believer . ",Desirability
"Like the previous week 's Bescot Open Day held on Sunday , August 30 , an excellent display of BR locomotives and preserved examples are also planned . ",Desirability
"Though she has had little education , her vocabulary is excellent : she fountains out ideas and observations at breathless speed . ",Desirability
Detailed costing can make the difference between an excellent idea and a ruinous one . ,Desirability
There is no doubt that they have some excellent musical ideas but at the moment their efforts are a little unfocussed . ,Desirability
These working dinners provided an excellent opportunity for convivial exchanges on botanical discovery . ,Desirability
"In practice , this exercise provides an excellent opportunity for active collaboration between the firm 's accountant and responsible fee-earning staff . ",Desirability
There are many excellent opportunities for work in science or technology during an out-of-school visit . ,Desirability
"` It has been said that ` it is excellent to have a giant 's strength , but it is tyrannous to use it like a giant . "" ",Desirability
But the Prime Minister replied that each person had a right of appeal against tribunal decisions and that a report by the British Refugee Council had indicated how excellent the system was . ,Desirability
"The excellent Jane Birkin is self-effacing as his long-suffering wife and ex-model , and the beautiful Emmanuelle Beart shines as the model who 's replaced her . ",Desirability
Although Yorkshire 's ground fielding was excellent they spilled three catches off five balls when Harden and Rose were already well set . ,Desirability
